row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,native_leaf,native_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_native,gold_matches_pipeline,gold_matches_native_general,gold_matches_pipeline_general,excluded_from_v3_score_self_sourced_dict
206,v3_volume,equifax,NISA,NISA,11.68,debit,groceries,groceries_household_essentials,Nisa symbol-group grocer debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
207,v3_volume,equifax,Halifax,Paid with Starling Halifax account Wassim Hales,5.59,debit,transfer_p2p,transfers,"Override prefill mortgage: 'Paid with Starling Halifax account Wassim Hales' is a named-person transfer, not a Halifax mortgage.",established,Financial Services | Banks And Building Societies,,,financial_institution_unspecified,unclassified,financial_institution_unspecified,unclassified,T4_dictionary,no,no,no,no,no
208,v3_volume,equifax,Link Financial,Direct debit LINK FINANCIAL ************2761,14.0,debit,debt_collection,high_cost_distress_credit,"Link Financial direct debit; collector, not LINK ATM.",established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T6_native_fallback,yes,yes,yes,yes,no
209,v3_volume,equifax,Premier Stores,Premier Shop Express Premier Shop Express   Blackpool     GBR,1.98,debit,groceries,groceries_household_essentials,Premier Shop Express; Premier is a listed symbol-group grocer.,established,Shopping (Discretionary) | Newsagents and Convenience Stores,,,convenience_store,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,yes,yes,yes,no
210,v3_volume,equifax,ASDA,Asda ASDA FULWOOD           PRESTON       GBR,17.48,debit,groceries,groceries_household_essentials,Asda supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
211,v3_volume,equifax,Deliveroo,Visa purchase DELIVEROO 4516,16.69,debit,takeaway,eating_drinking_out,Deliveroo debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
212,v3_volume,equifax,Blackpool Transport,Contactless Payment BLACKPOOL TRANSPORT SERVI,2.0,debit,public_transport_rail_coach,transport_motoring,Blackpool Transport debit.,yes,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T6_native_fallback,yes,yes,yes,yes,no
213,v3_volume,equifax,Co-op,CO-OP GROUP  FOOD CD 1934,3.66,debit,groceries,groceries_household_essentials,Co-op food debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
214,v3_volume,equifax,tiktok,TIKTOK SHOP SELLER  ON 22 JUL CRM,8.02,credit,income_other_unspecified,income_other,"TikTok Shop Seller CREDIT; seller payout on a non-Amazon marketplace (shop is in the narrative). Parent check: TIKTOK SHOP SELLER CREDIT is seller proceeds, not spend.",no,Transfers / Other | Web Services,,,web_services,digital_subscriptions_services,online_services,digital_subscriptions_services,T4_dictionary,no,no,no,no,no
215,v3_volume,equifax,Greggs,GREGGS PLC  ON 20 SEP CLP Greggs,2.6,debit,restaurant_cafe,eating_drinking_out,Greggs debit.,established,"Restaurants and takeaway | Restaurants, Cafes and Bistros",,,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
216,v3_volume,equifax,Iceland,3903 02NOV24      ICELAND FOODS     FLINTSHIRE GB     REFUND,5.69,credit,refund_received,income_other,Override prefill groceries: Iceland CREDIT with REFUND in the narrative.,established,Refund | General Groceries,,,refund_received,income_other,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,no,no
217,v3_volume,equifax,Ladbrokes,LC International L  ON 12 OCT BCC LC INTERNATIONAL LTD,10.0,debit,gambling_betting,gambling,Ladbrokes (LC International) stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
218,v3_volume,equifax,Tesco Fuel,4200 22OCT24 CD   TESCO PFS 5570    SHROPSHIRE GB,4.5,debit,fuel,transport_motoring,Tesco PFS debit.,established,Commuting and travel | Fuel,,,fuel,transport_motoring,fuel,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
219,v3_volume,equifax,E,WWW.E.ORG CD 1464,10.0,debit,energy,utilities_household_bills,www.e.org energy debit.,established,Utilities | Energy Providers,,,energy,utilities_household_bills,unclassified_other,unclassified,T4_dictionary,yes,no,yes,no,no
220,v3_volume,equifax,Marks and Spencer,M&S PLC - TRAFFORD CEN CD 2880,6.5,debit,department_store,general_retail_marketplaces,M&S Trafford Centre debit.,yes,Shopping (Fashion) | General Fashion,,,clothing_general,clothing_personal_care,department_store,general_retail_marketplaces,T4_dictionary,no,yes,no,yes,no
221,v3_volume,equifax,Lowell Financial,LOWELL PORTFOLIO 1  ************8504 DDR Lowell Group,2.0,debit,debt_collection,high_cost_distress_credit,Lowell Group debit.,established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T4_dictionary,yes,yes,yes,yes,no
222,v3_volume,equifax,Cabot,Standing order CABOT FINANCIAL EU ************8018,5.0,debit,debt_collection,high_cost_distress_credit,Cabot Financial standing order.,established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T4_dictionary,yes,yes,yes,yes,no
223,v3_volume,equifax,Green Man,The Green Man CD 2323,13.75,debit,pub_bar,eating_drinking_out,The Green Man pub debit.,yes,Restaurants and takeaway | Pubs and Bars,,,pub_bar,eating_drinking_out,pub_bar,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,no
224,v3_volume,equifax,Revolut,Sent from Revolut,100.0,credit,transfer_bank_unspecified,transfers,Override prefill transfer_own_account: 'Sent from Revolut' CREDIT with no named person and no own-pot evidence; brief forbids assuming Revolut pots.,yes,Transfers / Other | Bank Transfer,,,transfer_bank_unspecified,transfers,transfer_own_account,transfers,T4_dictionary,yes,no,yes,yes,no
225,v3_volume,equifax,Lebara,Lebara Mobile Limi  ON 12 AUG BCC LEBARA MOBILE LIMITED,1.99,debit,mobile_phone_contract,utilities_household_bills,Lebara Mobile debit.,established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
226,v3_volume,equifax,The National Lottery,CARD PAYMENT TO NATIONAL LOTTERY INTE ON 12-01-2024,6.0,debit,gambling_lottery,gambling,National Lottery debit.,established,Gambling and Betting | Lottery,,,gambling_lottery,gambling,gambling_lottery,gambling,T4_dictionary,yes,yes,yes,yes,no
227,v3_volume,equifax,Currys,CURRYS RETAIL LTD,0.01,credit,refund_received,income_other,Override prefill electrical_goods: Currys CREDIT £0.01 is a retailer refund/adjustment.,established,Transfers / Other | General Electrical,,,electrical_goods,general_retail_marketplaces,computing_devices,general_retail_marketplaces,T4_dictionary,no,no,no,no,no
228,v3_volume,equifax,AliExpress,Aliexpress.com London GBR 2159,5.46,debit,marketplace_general,general_retail_marketplaces,AliExpress debit; non-Amazon marketplace.,established,Shopping (Discretionary) | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,no
229,v3_volume,equifax,Shoe Zone,SHOE ZONE  ON 09 JUL CLP Shoe Zone,12.99,debit,footwear,clothing_personal_care,Shoe Zone debit.,established,Shopping (Fashion) | Footwear,,,footwear,clothing_personal_care,footwear,clothing_personal_care,T6_native_fallback,yes,yes,yes,yes,no
230,v3_volume,equifax,Pets at Home,PETS AT HOME LTD,15.0,debit,pet_supplies,pets,Pets at Home debit.,established,Pets | Pet Accessories,,,pet_supplies,pets,pet_supplies,pets,T4_dictionary,yes,yes,yes,yes,no
231,v3_volume,equifax,Uber,Uber UBR* PENDING.UBER.COM  London        GBR,8.75,credit,refund_received,income_other,"Uber CREDIT; native Identified Salary | Taxis and brief maps courier/taxi platform income to salary_gig (could be a pending-trip refund). Adversarial: UBR* PENDING.UBER.COM credit is a released rider auth, not driver pay. Identified Salary native is a known false positive here.",no,Identified Salary | Taxis,,,salary_gig,income_employment,taxi_rideshare,transport_motoring,T4_dictionary,no,no,no,no,no
232,v3_volume,equifax,SSE Airtricity,Visa purchase SSE AIRTRICITY,50.0,debit,energy,utilities_household_bills,SSE Airtricity energy debit.,yes,Utilities | Energy Providers,,,energy,utilities_household_bills,energy,utilities_household_bills,T6_native_fallback,yes,yes,yes,yes,no
233,v3_volume,equifax,Monzo,Sent from Monzo Megan Hancock,40.0,debit,transfer_p2p,transfers,Debit Sent from Monzo to named person Megan Hancock; not own-account.,no,Transfers / Other | Bank Transfer,,,transfer_bank_unspecified,transfers,transfer_own_account,transfers,T4_dictionary,no,no,yes,yes,no
234,v3_volume,equifax,TFL,Transport for London TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,1.75,debit,public_transport_rail_coach,transport_motoring,TfL travel charge debit.,established,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
235,v3_volume,equifax,B&M,5201 22JAN25 CD   B&M 092 - SWANSEA SWANSEA GB,2.0,debit,discount_store,groceries_household_essentials,B&M debit.,established,Shopping (Home) | Home Improvements,,,home_improvement,home_garden,discount_store,groceries_household_essentials,T4_dictionary,no,yes,no,yes,no
236,v3_volume,equifax,Iceland,ICELAND,8.5,debit,groceries,groceries_household_essentials,Iceland debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
237,v3_volume,equifax,eBay,FASTER PAYMENTS RECEIPT REF.EBAY P5660127888 T FROM ADYEN N.V.,9.29,credit,income_other_unspecified,income_other,"eBay seller payout via Adyen FPS credit. Parent check: eBay FPS receipt FROM ADYEN is seller payout, not marketplace spend.",established,Transfers / Other | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,no,no,no,no,no
238,v3_volume,equifax,LTT Vending,LTT Vending Ltd LTT VENDING LIMITED    LEEDS         GBR,1.0,debit,confectionary,groceries_household_essentials,LTT Vending Ltd debit.,yes,Shopping (Discretionary) | Confectionary,,,confectionary,groceries_household_essentials,confectionary,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,no
239,v3_volume,equifax,Vodafone,"DIRECT DEBIT PAYMENT TO VODAFONE LTDDEVICE REF 1003551045, MANDATE NO 0059",21.0,debit,mobile_handset,general_retail_marketplaces,"Override prefill savings_transfer: Vodafone Ltd Device DD is the EVO handset loan, not savings.",established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,no,no,no,no,no
240,v3_volume,equifax,Ladbrokes,LC International L  ON 12 AUG BCC LC INTERNATIONAL LTD,7.6,debit,gambling_betting,gambling,Ladbrokes stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
241,v3_volume,equifax,eBay,eBay O*22-12187-70 eBay O*22-12187-70566,32.99,debit,marketplace_general,general_retail_marketplaces,eBay purchase debit.,established,Shopping (Discretionary) | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,no
242,v3_volume,equifax,TK Maxx,Contactless Payment TK MAXX APPLEPAY 2568 2023-12-17,24.99,debit,department_store,general_retail_marketplaces,TK Maxx off-price department store debit.,established,Shopping (Fashion) | General Fashion,,,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,T4_dictionary,no,no,no,no,no
243,v3_volume,equifax,Zara,ZARA VIVO CLUJ C8 RON         199.90 VISAXR   5.74590 CD 1636 08SEP23,34.79,debit,clothing_general,clothing_personal_care,"Zara Cluj (RON) converted debit; identifiable clothing merchant, not foreign_spend_unspecified.",yes,Shopping (Fashion) | General Fashion,,,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,T4_dictionary,yes,yes,yes,yes,no
244,v3_volume,equifax,Deliveroo,DELIVEROO  ON 10 DEC CPM,18.78,debit,takeaway,eating_drinking_out,Deliveroo debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
245,v3_volume,equifax,McDonalds,MCDONALDS,14.26,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
246,v3_volume,equifax,Allpay,ALLPAY *THE RIVERSLIVERPOOL,22.0,debit,rent,housing,Allpay *THE RIVERS Liverpool; The Riverside Group is a Liverpool housing association.,established,,,,unclassified_other,unclassified,unclassified_other,unclassified,T6_native_fallback,no,no,no,no,no
247,v3_volume,equifax,Home Bargains,Home Bargains HOME BARGAINS          CLEVELYS      GBR,6.58,debit,discount_store,groceries_household_essentials,Home Bargains debit.,established,Shopping (Home) | Home Accessories,,,home_accessories,home_garden,discount_store,groceries_household_essentials,T4_dictionary,no,yes,no,yes,no
248,v3_volume,equifax,Play.com,my play play account to chidera's Account,1.0,credit,transfer_p2p,transfers,Override prefill software: credit to chidera's Account; named-person P2P memo.,established,Transfers / Other | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,gaming_console_pc,entertainment_leisure,T4_dictionary,no,no,no,no,no
249,v3_volume,equifax,Universal Credit,"BANK GIRO CREDIT REF 202F44E3D DWP UC, ************7866",1494.85,credit,benefits_state,income_benefits_state_support,DWP Universal Credit credit.,established,,,,unclassified_other,unclassified,benefits_state,income_benefits_state_support,T4_dictionary,no,yes,no,yes,no
250,v3_volume,equifax,Marketplace,Visa purchase AMZNMktplace*5H99N9I05 2306,11.94,debit,marketplace_amazon,general_retail_marketplaces,Amazon Marketplace debit.,established,Amazon All | Amazon,,,marketplace_amazon,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,yes,no,yes,yes,no
251,v3_volume,equifax,Tesco,TESCO STORES 2964 CARLTON,12.09,debit,groceries,groceries_household_essentials,Tesco supermarket debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
252,v3_volume,equifax,Uber Eats,Uber Eats UBER   * EATS PENDING  London        GBR,13.56,debit,takeaway,eating_drinking_out,Uber Eats debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
253,v3_volume,equifax,ASDA,9675 20DEC24 CD   ASDA STORES       MANCHESTER GB,6.15,debit,groceries,groceries_household_essentials,Asda supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
254,v3_volume,equifax,Poundland,Poundland LTD - 1760 from AVAILABLE  Pot POUNDLAND LTD - 1760   SOUTHEND      GBR,8.3,debit,discount_store,groceries_household_essentials,Poundland debit.,established,Shopping (Household Essentials) | Discount Stores,,,discount_store,groceries_household_essentials,discount_store,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
255,v3_volume,equifax,Uber Eats,UBER   *EATS,15.58,debit,takeaway,eating_drinking_out,Uber Eats debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
256,v3_volume,equifax,Paddy Power,Paddy Power,10.0,debit,gambling_betting,gambling,Paddy Power stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
257,v3_volume,equifax,Child Benefits,"BANK GIRO CREDIT REF DWPCMSGB2012SCHEME, 710035310200",29.46,credit,income_other_unspecified,income_other,"Override prefill benefits_state: DWPCMSGB2012SCHEME is Child Maintenance Service 2012, a credit of maintenance received (R15), not HMRC Child Benefit.",established,,,,unclassified_other,unclassified,benefits_state,income_benefits_state_support,T4_dictionary,no,no,no,no,no
258,v3_volume,equifax,Deliveroo,Deliveroo         LONDON,12.69,debit,takeaway,eating_drinking_out,Deliveroo debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
259,v3_volume,equifax,Greggs,GREGGS PLC  ON 10 SEP CPM Greggs,2.5,debit,restaurant_cafe,eating_drinking_out,Greggs debit.,established,"Restaurants and takeaway | Restaurants, Cafes and Bistros",,,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
260,v3_volume,equifax,EE Mobile,EE LIMITED,97.11,debit,mobile_phone_contract,utilities_household_bills,EE Limited debit.,established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
261,v3_volume,equifax,Child Benefits,HMRC CHILD BENEFIT,170.2,credit,benefits_state,income_benefits_state_support,HMRC Child Benefit credit.,established,,,,unclassified_other,unclassified,benefits_state,income_benefits_state_support,T4_dictionary,no,yes,no,yes,no
262,v3_volume,equifax,Costa,COSTA COFFEE 43011 COSTA COFFEE 43011438,4.5,debit,restaurant_cafe,eating_drinking_out,Costa Coffee debit.,established,"Restaurants and takeaway | Restaurants, Cafes and Bistros",,,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
263,v3_volume,equifax,British Gas,"BRITISH GAS TRADING LT (VIA APPLE PAY), ON 13-11-2023",5.0,debit,energy,utilities_household_bills,British Gas debit.,established,Utilities | Energy Providers,,,energy,utilities_household_bills,energy,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
264,v3_volume,equifax,Boots,BOOTS 1014  ON 18 SEP CLP,1.65,debit,pharmacy,health_medical,Boots debit.,established,Personal Healthcare | General Health and Beauty,,,health_beauty_general,clothing_personal_care,pharmacy,health_medical,T4_dictionary,no,yes,no,yes,no
265,v3_volume,equifax,TV Licensing ,"DIRECT DEBIT PAYMENT TO TV LICENCE MBP REF 3874296499, MANDATE NO 0051",13.25,debit,tv_licence,utilities_household_bills,TV Licence MBP direct debit.,established,Utilities | TV Licences,,,tv_licence,utilities_household_bills,tv_licence,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
266,v3_volume,equifax,Savers Health,SAVERS HEALTH & BE SAVERS HEALTH & BEAUTY,2.25,debit,health_beauty_general,clothing_personal_care,"Savers Health & Beauty; beauty-led, not pharmacy.",established,Personal Healthcare | Skin and Hair Care,,,skin_hair_care,clothing_personal_care,pharmacy,health_medical,T4_dictionary,no,no,yes,no,no
267,v3_volume,equifax,McDonalds,MCDONALDS McDonald's,3.98,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
268,v3_volume,equifax,Burger King,BURGER KING CD 1213,10.98,debit,takeaway,eating_drinking_out,Override prefill refund_received: Burger King debit cannot be a refund.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
269,v3_volume,equifax,Uber,Uber UBER   *TRIP           London        GBR,8.95,debit,taxi_rideshare,transport_motoring,Uber *TRIP debit.,yes,Commuting and travel | Taxis,,,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
270,v3_volume,equifax,SAAS Payments,Scot Exec Saas SCOT EXEC SAAS,200.0,credit,income_other_unspecified,income_other,"Override prefill education_general: Scot Exec SAAS CREDIT is a Student Awards Agency Scotland bursary inflow, not education spend. Adversarial: SAAS student funding is not DWP/HMRC benefits_state. Honest income residual.",established,,,,unclassified_other,unclassified,unclassified_other,unclassified,T6_native_fallback,no,no,no,no,no
271,v3_volume,equifax,Home Retail,HOME RETAIL GROUP CD 8726,150.0,debit,catalogue_retail,general_retail_marketplaces,"Override prefill home_accessories: Home Retail Group is Argos Card / HRG Card Services; £150 round debit is store-card repayment. Adversarial: HOME RETAIL GROUP with shopping native and no Card Services/DDR cue is Argos spend, not store-card repayment. Aligned with rows 426 and 1332.",established,Shopping (Home) | Home Accessories,,,home_accessories,home_garden,catalogue_retail,general_retail_marketplaces,T4_dictionary,no,yes,no,yes,no
272,v3_volume,equifax,Costcutter,PPOINT_*COSTCUTTER PPOINT_*COSTCUTTER (DUNST,6.43,debit,groceries,groceries_household_essentials,Costcutter symbol-group grocer (via PayPoint) debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
273,v3_volume,equifax,Tesco,NYA*Tesco Nya*tesco,1.0,debit,unclassified_other,unclassified,Override prefill groceries: NYA*Tesco is Nayax unattended (vending or Tesco-garage air/jetwash); narrative does not pick one.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,no,no,no
274,v3_volume,equifax,Moriarty Law Limited,MORIARTY LAW - VT  ON 17 DEC BCC,9.81,debit,debt_collection,high_cost_distress_credit,Moriarty Law VT debit; debt-recovery practice not generic legal.,yes,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T6_native_fallback,yes,yes,yes,yes,no
275,v3_volume,equifax,Vanquis Bank,************1128 ************1128 Vanquis Bank Ltd,20.0,debit,credit_card_repayment,credit_loan_repayments,Vanquis Bank debit.,established,Financial Services | Credit Cards,,,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
276,v3_volume,equifax,Mircosoft,Microsoft*Ultimate Microsoft*Ultimate 1 Mont,12.99,debit,gaming_console_pc,entertainment_leisure,Override prefill software: Microsoft*Ultimate is Xbox Game Pass Ultimate.,yes,Shopping (Discretionary) | Software,,,software,digital_subscriptions_services,software,digital_subscriptions_services,T4_dictionary,no,no,no,no,no
277,v3_volume,equifax,SPAR,SPAR TRINITY,6.33,debit,groceries,groceries_household_essentials,SPAR Trinity symbol-group grocer debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
278,v3_volume,equifax,The National Lottery,The National Lottery NATIONAL LOTTERY       LONDON        GBR,15.0,debit,gambling_lottery,gambling,National Lottery debit.,established,Gambling and Betting | Lottery,,,gambling_lottery,gambling,gambling_lottery,gambling,T4_dictionary,yes,yes,yes,yes,no
279,v3_volume,equifax,Barclays,WEI CHUA  FROM MY BARCLAYS STO,150.0,debit,transfer_p2p,transfers,"Override prefill mortgage: WEI CHUA FROM MY BARCLAYS STO is a named-person transfer, not a mortgage.",established,Financial Services | Banks And Building Societies,,,financial_institution_unspecified,unclassified,financial_institution_unspecified,unclassified,T4_dictionary,no,no,no,no,no
280,v3_volume,equifax,TFL,Transport for London TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,8.5,debit,public_transport_rail_coach,transport_motoring,TfL travel charge debit.,established,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
281,v3_volume,equifax,Link Financial,Direct debit LINK FINANCIAL ************2761,14.0,debit,debt_collection,high_cost_distress_credit,Link Financial direct debit.,established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T6_native_fallback,yes,yes,yes,yes,no
282,v3_volume,equifax,Certas Energy,Certas Energy,1.5,debit,fuel,transport_motoring,Certas Energy £1.50 debit; brief: Certas at a pump is fuel (too small for a heating-oil delivery).,no,Utilities | Energy Providers,,,energy,utilities_household_bills,energy,utilities_household_bills,T6_native_fallback,no,no,no,no,no
283,v3_volume,equifax,Aqua,To Aqua,136.47,debit,credit_card_repayment,credit_loan_repayments,Aqua (NewDay) credit-card debit.,established,Financial Services | Credit Cards,,,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
284,v3_volume,equifax,Specsavers,SPECSAVERS,18.0,debit,optician,health_medical,Specsavers debit.,established,Personal Healthcare | Glasses and Contact Lenses,,,optician,health_medical,optician,health_medical,T4_dictionary,yes,yes,yes,yes,no
285,v3_volume,equifax,McDonalds,2011 12DEC23 CD   MCDONALDS 429     LONDON GB,6.88,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
286,v3_volume,equifax,Clearpay,CLEARPAY,6.06,debit,bnpl,credit_loan_repayments,Clearpay debit; no underlying shop.,established,Financial Services | BNPL,,,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
287,v3_volume,equifax,Dominos Pizza,DOMINO S PIZZA,27.95,debit,takeaway,eating_drinking_out,Domino's Pizza debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
288,v3_volume,equifax,Morrisons,WM MORRISONS STORE373 COLINDALE,22.04,debit,groceries,groceries_household_essentials,Morrisons supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
289,v3_volume,equifax,TheTrainLine,Trainline Trainline.Com          London        GBR,12.0,debit,public_transport_rail_coach,transport_motoring,Trainline debit.,yes,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
290,v3_volume,equifax,Marks and Spencer Food,MARKS&SPENCER PLC MARKS&SPENCER PLC SACA,13.37,debit,groceries,groceries_household_essentials,M&S Foodhall (SACAT) debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
291,v3_volume,equifax,Arriva,CARD PAYMENT TO ARRIVA DURHAM COUNTY L ON 14-07-2024,2.0,debit,public_transport_rail_coach,transport_motoring,Arriva Durham County bus debit.,established,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
292,v3_volume,equifax,Vodafone,0133 19JUL24      VODAFONE LTD      DEVICE            VODAFONE.COM GB,27.0,debit,mobile_handset,general_retail_marketplaces,Override prefill savings_transfer: Vodafone Ltd Device is the handset loan DD.,established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,no,no,no,no,no
293,v3_volume,equifax,Paypal,Direct debit PAYPAL PAYMENT 609242 40317401,26.33,debit,payment_intermediary,general_retail_marketplaces,PayPal direct debit; underlying merchant not identifiable.,yes,Shopping (Discretionary) | E-Commerce Payment System,,,payment_intermediary,general_retail_marketplaces,payment_intermediary,general_retail_marketplaces,T4_dictionary,yes,yes,yes,yes,no
