merchant,n,n_debit,n_credit,pct_credit,modal_plaid,suggested_leaf,source,reason,samples
finance,169,168,1,0.6,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,,A needs_carlos,generic token.,debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|8595 08JUL25      G R FINANCE LTD   HARTLEPOOL GB | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|8595 08JUL25      G R FINANCE LTD   HARTLEPOOL GB | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|8595 12AUG25      G R FINANCE LTD   HARTLEPOOL GB | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|8595 12AUG25      G R FINANCE LTD   HARTLEPOOL GB | debit|LOAN_PAYMENTS_MORT
jack's,168,55,113,67.3,TRANSFER_IN_SAVINGS,,A needs_carlos,generic/name and account-transfer collisions.,debit|FOOD_RETAIL_GROCERIES|Jack's Account to member ship | debit|FOOD_RETAIL_GROCERIES|Jack's Account to member ship | debit|FOOD_RETAIL_GROCERIES|Jack's Account to member ship | debit|FOOD_RETAIL_GROCERIES|Jack's Account to member ship | debit|FOOD_RETAIL_GROCERIES|K M GORDON        JACK'S EXAM MONEY VIA ONLINE - PYMT FP 22/08/25 10    10102835558703000N | debit|FOOD_RETAIL_GROCERIES|K M GORDON 
jennings,168,168,0,0.0,ENTERTAINMENT_CASINOS_AND_GAMBLING,,A needs_carlos,"personal-name FPS, not a merchant.",debit|ENTERTAINMENT_CASINOS_AND_GAMBLING|PATRICIA JENNINGS 200000001600429821 | debit|ENTERTAINMENT_CASINOS_AND_GAMBLING|PATRICIA JENNINGS 400000001619026084 | debit|ENTERTAINMENT_CASINOS_AND_GAMBLING|HARVEY JENNINGS   MUM               VIA MOBILE - PYMT FP 09/07/25 10    48111431781155000N | debit|ENTERTAINMENT_CASINOS_AND_GAMBLING|RYAN JENNINGS 300000001619939529 | debit|ENTERTAINMENT_CASINOS_AN
of usd,157,157,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,foreign-payment fragment.,debit|TRANSFER_OUT_OTHER|Visa purchase OF USD 5.87000 at 1.3494 1100 | debit|TRANSFER_OUT_OTHER|Visa purchase OF USD 15.59000 at 1.3521 8955 2025-09-14 | debit|TRANSFER_OUT_OTHER|Visa purchase OF USD 17.99000 at 1.3475 6637 | debit|TRANSFER_OUT_OTHER|Visa purchase OF USD 6.00000 at 1.3513 1100 | debit|TRANSFER_OUT_OTHER|Visa purchase OF USD 11.99000 at 1.3502 1100 | debit|TRANSFER_OUT_OTHER|Visa p
sean philburn powe none,154,154,0,0.0,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,,A needs_carlos,personal name.,debit|TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS|SEAN PHILBURN POWE  NONE FT | debit|TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS|SEAN PHILBURN POWE  NONE FT | debit|TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS|SEAN PHILBURN POWE  NONE FT | debit|TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS|SEAN PHILBURN POWE  NONE FT | debit|TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS|SEAN PHILBURN POWE  NONE 
laura,151,151,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|LAURA | debit|TRANSFER_OUT_OTHER|LAURA | debit|TRANSFER_OUT_OTHER|LAURA | debit|TRANSFER_OUT_OTHER|LAURA | debit|TRANSFER_OUT_OTHER|LAURA | debit|TRANSFER_OUT_OTHER|LAURA
mond,151,151,0,0.0,DINING_DINING,,A needs_carlos,personal name/truncated name.,debit|DINING_DINING|To Raimondas Katinas 123 - SortCodeAccountNumber: 09013008901596 | debit|DINING_DINING|To Raimondas Katinas 123 - SortCodeAccountNumber: 09013008901596 | debit|DINING_DINING|To Raimondas Katinas 123 - SortCodeAccountNumber: 09013008901596 | debit|DINING_DINING|To Raimondas Katinas 123 - SortCodeAccountNumber: 09013008901596 | debit|DINING_DINING|To Raimondas Katinas 123 - SortC
mab retail,145,145,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,insufficiently specific retail entity.,debit|TRANSFER_OUT_OTHER|4425 13AUG25  D   MAB RETAIL -      ONLINE AP         ONLINE GB | debit|TRANSFER_OUT_OTHER|4425 13AUG25  D   MAB RETAIL -      ONLINE AP         ONLINE GB | debit|TRANSFER_OUT_OTHER|4425 13AUG25  D   MAB RETAIL -      ONLINE AP         ONLINE GB | debit|TRANSFER_OUT_OTHER|3407 28JUN25  D   MAB RETAIL -      ONLINE AP         ONLINE GB | debit|TRANSFER_OUT_OTHER|CARD PAYMEN
aiden,144,144,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|Payment to AIDEN HAMILTON 831713 19089173 2025-06-26 | debit|TRANSFER_OUT_OTHER|AIDEN BALLENTYNE ( | debit|TRANSFER_OUT_OTHER|Aiden Harrison - Aiden HARRISON - SortCodeAccountNumber: 20267850749699 | debit|TRANSFER_OUT_OTHER|Aiden Harrison - Aiden HARRISON - SortCodeAccountNumber: 20267850749699 | debit|TRANSFER_OUT_OTHER|Aiden Harrison - Aiden HARRISON - SortCodeAccountNu
jack,142,142,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|Jack Rocknean / ref: Expense  | debit|TRANSFER_OUT_OTHER|JACK HOPTON  MONZO-QVXPL FT | debit|TRANSFER_OUT_OTHER|JACK HOPTON  MONZO-XNFXF FT | debit|GENERAL_SERVICES_OTHER_SERVICES|JACK HUMPHREY     INVOICE8          VIA ONLINE - PYMT FP 06/08/25 10    47163845256951000N | debit|GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES|JACK KATENE       VAMOOS/SEPT SAL   VIA ONLINE - PYM
spend,140,140,0,0.0,TRANSFER_OUT_SAVINGS,,A needs_carlos,account transfer descriptor.,debit|TRANSFER_OUT_SAVINGS|TO Spend & Save Plus Account 306695-00262695 | debit|TRANSFER_OUT_SAVINGS|TO Spend & Save Plus Account 776998-00213929 | debit|TRANSFER_OUT_SAVINGS|TO Spend & Save Plus Account 776998-00213929 | debit|TRANSFER_OUT_SAVINGS|TO Spend & Save Plus Account 776998-00213929 | debit|TRANSFER_OUT_SAVINGS|TO Spend & Save Plus Account 776998-00213929 | debit|TRANSFER_OUT_SAVINGS|TO 
emma,139,139,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|EMMA CAVANAGH     MINE              VIA MOBILE - PYMT FP 11/07/25 10    23055915149324000N | debit|TRANSFER_OUT_OTHER|EMMA C WALTERS  MONEY FT | debit|TRANSFER_OUT_OTHER|Emma L Holt - SortCodeAccountNumber: 16333312402245 | debit|TRANSFER_OUT_OTHER|Emma L Holt - SortCodeAccountNumber: 16333312402245 | debit|TRANSFER_OUT_OTHER|Emma L Holt - SortCodeAccountNumber: 1633331240
vend,134,134,0,0.0,FOOD_RETAIL_OTHER,,A needs_carlos,"vending/payment prefix, entity unclear.","debit|FOOD_RETAIL_OTHER|NYX*VENDSNAXLTD (VIA GOOGLE PAY), ON 24-07-2025 | debit|FOOD_RETAIL_OTHER|NYX*VENDSNAXLTD (VIA GOOGLE PAY), ON 24-07-2025 | debit|FOOD_RETAIL_OTHER|NYX*VENDSNAXLTD (VIA GOOGLE PAY), ON 24-07-2025 | debit|FOOD_RETAIL_OTHER|NYX*VENDSNAXLTD (VIA GOOGLE PAY), ON 24-07-2025 | debit|FOOD_RETAIL_OTHER|NYX*VENDSNAXLTD (VIA GOOGLE PAY), ON 22-07-2025 | debit|FOOD_RETAIL_OTHER|NYX*VE"
sunrise community,133,133,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,entity unclear.,debit|TRANSFER_OUT_OTHER|SUNRISE COMMUNITY | debit|TRANSFER_OUT_OTHER|SUNRISE COMMUNITY | debit|TRANSFER_OUT_OTHER|SUNRISE COMMUNITY | debit|TRANSFER_OUT_OTHER|SUNRISE COMMUNITY | debit|TRANSFER_OUT_OTHER|SUNRISE COMMUNITY | debit|TRANSFER_OUT_OTHER|SUNRISE COMMUNITY
muhammad,131,131,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|MUHAMMAD HASHMI 300000001597966663 | debit|TRANSFER_OUT_OTHER|Muhammad Farooq Riaz  / ref: Invoice - July | debit|TRANSFER_OUT_OTHER|MUHAMMAD YAQOOB 500000001577047566 | debit|TRANSFER_OUT_OTHER|Muhammad Bin Imran - SortCodeAccountNumber: 04000314419136 | debit|TRANSFER_OUT_OTHER|Muhammad Bin Imran - SortCodeAccountNumber: 04000314419136 | debit|TRANSFER_OUT_OTHER|Muhammad
cd b,131,131,0,0.0,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,,A needs_carlos,truncated merchant collision.,debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|3371 17JUL25 CD   BHURTPORE JRDC    SHOP              TIDWORTH GB | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|3371 17JUL25 CD   BHURTPORE JRDC    SHOP              TIDWORTH GB | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|3371 17JUL25 CD   BHURTPORE JRDC    SHOP              TIDWORTH GB | debit|TRANSFER_OUT_OTHER|3371 30SEP25 CD
ltt vending,128,128,0,0.0,FOOD_RETAIL_OTHER,,A needs_carlos,vending operator but leaf is uncertain.,"debit|FOOD_RETAIL_OTHER|NYA*LTT VENDING LTD (VIA APPLE PAY), ON 23-09-2025 | debit|FOOD_RETAIL_OTHER|NYA*LTT VENDING LTD (VIA APPLE PAY), ON 23-09-2025 | debit|FOOD_RETAIL_OTHER|NYA*LTT VENDING LTD (VIA APPLE PAY), ON 01-08-2025 | debit|FOOD_RETAIL_OTHER|NYA*LTT VENDING LTD (VIA APPLE PAY), ON 24-09-2025 | debit|FOOD_RETAIL_OTHER|NYA*LTT VENDING LTD (VIA APPLE PAY), ON 24-09-2025 | debit|FOOD_RETA"
mob,125,125,0,0.0,RENT_AND_UTILITIES_RENT,,A needs_carlos,personal-name/memo collision.,"debit|TRANSFER_OUT_OTHER|MOB, Miss Katie L Thomp, car | debit|TRANSFER_OUT_OTHER|MOB, M A Dalby, Mum | debit|CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION|MOB, Da Wilson, Pole class | debit|TRANSFER_OUT_OTHER|MOB | debit|PERSONAL_CARE_HAIR_AND_BEAUTY|MOB, Miss E M Ayrton, Lisa Wax | debit|TRANSFER_OUT_OTHER|MOB, Miss Jessica Marsh, M"
rocket,125,125,0,0.0,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,,A needs_carlos,"generic key covers finance, dining, and sports entities.","debit|DINING_DINING|Contactless Payment ROCKET 2025-10-12 | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|ROCKET 600000001621588179 601732     10 01SEP25 08:07 | debit|TRANSFER_OUT_OTHER|ROCKET PADEL BECKTON (VIA APPLE PAY), ON 22-08-2025 | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|ROCKET PADEL ILFORD (VIA APPLE PAY), ON 11-09-2025 | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|PENDING ROCKET | debit|LO"
gary,124,124,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|GARY 100000001629291834 | debit|TRANSFER_OUT_OTHER|GARY HUGHES       JONJO             VIA MOBILE - PYMT FP 24/07/25 10    49160626742793000J | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|GARY 200000001633276828 | debit|TRANSFER_OUT_OTHER|Gary Jolley - SortCodeAccountNumber: 09013010778584 | debit|TRANSFER_OUT_OTHER|Gary Jolley - SortCodeAccountNumber: 09013
the kiosk,121,121,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic venue/payment processor collision.,debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|ZETTLE_*THE KIOSK | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|The Kiosk  ON 30 JUL CPM THE KIOSK | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|The Kiosk  ON 30 JUL CPM THE KIOSK | debit|TRANSFER_OUT_OTHER|The Kiosk | debit|TRANSFER_OUT_OTHER|The Kiosk | debit|TRANSFER_OUT_OTHER|The Kiosk
audi,118,38,80,67.8,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,,A needs_carlos,vehicle brand and own-account transfers collide.,debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|5460 16AUG25 C    SUMUP  *AUDI A6   AO21OL            MILTONKEYNES GB | debit|TRANSFER_OUT_SAVINGS|A New Audi rs3 Motor Vehicle For Driving When Not Working  pot transfer | credit|TRANSFER_IN_SAVINGS|A New Audi rs3 Motor Vehicle For Driving When Not Working  pot transfer | debit|TRANSFER_OUT_SAVINGS|A New Audi rs3 Motor Vehicle For Driving When Not Workin
elaine,117,117,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE|ELAINE TAYLOR 300000001615891757 LYONS ELECTRICAL 089066     10 15AUG25 14:32 | debit|TRANSFER_OUT_OTHER|ELAINE GROVER 100000001583060162 | debit|TRANSFER_OUT_OTHER|ELAINE CASSIDY  AMELIA NOLAN FT | debit|TRANSFER_OUT_OTHER|Payment to ELAINE HANNA 202595 00931306 | debit|TRANSFER_OUT_OTHER|Payment to ELAINE HANNA 202595 00931306 | debit|TRANSFER_OUT
first,116,116,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic/truncated provider collision.,debit|TRANSFER_OUT_OTHER|9427 06AUG25 C    FIRST HAMPSHIRE   SOUTHAMPTON GB | debit|TRANSFER_OUT_OTHER|5148 30JUL25 C    FIRST HAMPSHIRE   SOUTHAMPTON GB | debit|TRANSFER_OUT_OTHER|FIRST MILE LTD    FIRSTMILE | debit|TRANSFER_OUT_OTHER|FIRST MILE LTD    FIRSTMILE | debit|TRANSFER_OUT_OTHER|FIRST MILE LTD    FIRSTMILE | debit|TRANSFER_OUT_OTHER|FIRST MILE LTD    FIRSTMILE
supreme paper supplies,113,96,17,15.0,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,,A needs_carlos,"samples include hotel, property, carpets, and paper suppliers.","debit|GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES|CARD PAYMENT TO SUPREME HOTEL ,3,213.54 TRY, RATE 0.0181/GBP ON 25-09-2025 | debit|GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES|Supreme Property Management Limited 14 Burdon Walk | debit|GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES|Supreme Property Management Limited 14 Burdon Walk | debit|GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES|SUPREME CARPETS U"
m&s bank,113,112,1,0.9,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,,A needs_carlos,"same string includes credit-card, insurance, and bank products.",debit|GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES|M&S CREDIT CARD  XXXXXXXXXXXX2044 DDR M&S Bank | debit|GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES|M&S CREDIT CARD  XXXXXXXXXXXX2044 DDR M&S Bank | debit|GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES|M&S CREDIT CARD  XXXXXXXXXXXX2044 DDR M&S Bank | debit|INSURANCE_AND_TAX_INSURANCE|AIL M&S INSURANCE  MHO85292335204E002 DDR M&S Ba
moto,113,111,2,1.8,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,,A needs_carlos,generic key is also a BT narrative truncation.,debit|RENT_AND_UTILITIES_TELECOMMUNICATIONS|9886 30JUL25      BT PLC CONSUMER   MOTO B            LONDON GB | credit|TRANSFER_IN_OTHER|4231 24JUN25      BT PLC CONSUMER   MOTO B            LONDON GB         REFUND | debit|RENT_AND_UTILITIES_TELECOMMUNICATIONS|4231 13JUN25      BT PLC CONSUMER   MOTO B            LONDON GB | debit|RENT_AND_UTILITIES_TELECOMMUNICATIONS|0486 23JUL25      BT PLC CONSU
bills,112,112,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic token.,debit|DINING_DINING|CARD PAYMENT TO BILLS - READING ON 13-07-2025 | debit|TRANSFER_OUT_OTHER|William Austin Street Bills | debit|DINING_DINING|CARD PAYMENT TO BILLS - READING ON 23-09-2025 | debit|PERSONAL_CARE_HAIR_AND_BEAUTY|Bills - Bath | debit|DINING_DINING|CARD PAYMENT TO BILLS - READING ON 06-09-2025 | debit|DINING_DINING|CARD PAYMENT TO BILLS - READING ON 18-08-2025
ptmp,111,111,0,0.0,GENERAL_SERVICES_OTHER_SERVICES,,A needs_carlos,service identity unclear.,debit|GENERAL_SERVICES_OTHER_SERVICES|Visa purchase PTMP GOOGLE 8122 | debit|GENERAL_SERVICES_OTHER_SERVICES|Visa purchase PTMP GOOGLE 8122 | debit|GENERAL_SERVICES_OTHER_SERVICES|Visa purchase PTMP GOOGLE 8122 | debit|GENERAL_SERVICES_OTHER_SERVICES|Visa purchase PTMP GOOGLE 8122 | debit|GENERAL_SERVICES_OTHER_SERVICES|Visa purchase PTMP GOOGLE 8122 | debit|GENERAL_SERVICES_OTHER_SERVICES|Visa pu
hiya rental,168,168,0,0,,rent,withheld,Hiya may be property rental or another hire product; not a safe T4 default.,
viagogo,34,34,0,0.0,ENTERTAINMENT_EVENTS_AND_TICKETS,live_music,A n10-49 needs_carlos,"Viagogo sells tickets across multiple event types, so the leaf is not uniquely determined.",debit|ENTERTAINMENT_EVENTS_AND_TICKETS|7137 23JUL25      VIAGOGO EVENT     TICKETS           +447720680451 CH | debit|ENTERTAINMENT_EVENTS_AND_TICKETS|7137 23JUL25      VIAGOGO EVENT     TICKETS           +447720680451 CH | debit|ENTERTAINMENT_EVENTS_AND_TICKETS|5163 08AUG25  D   VIAGOGO           GENEVE CH         EUR        1120.26VRATE       1.1436N-S TRN FEE  26.94 | debit|ENTERTAINMENT_EVENTS
centrica,42,40,2,4.8,RENT_AND_UTILITIES_OTHER_UTILITIES,,A n10-49 needs_carlos,Centrica combines energy transactions with credits and cannot safely be direction-blind.,debit|LOAN_PAYMENTS_BNPL_AND_EWA|7005 29JUN25      ZILCH CENTRICA    HIVE              GB GB | credit|RENT_AND_UTILITIES_OTHER_UTILITIES|Bank credit CENTRICA MGMT. SER 600001 48996041 | credit|RENT_AND_UTILITIES_OTHER_UTILITIES|Bank credit CENTRICA MGMT. SER 600001 48996041 | debit|LOAN_PAYMENTS_BNPL_AND_EWA|4506 16AUG25      ZILCH CENTRICA    HIVE LI           GB GB | debit|RENT_AND_UTILITIES_OTH
compass group,34,31,3,8.8,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,,A n10-49 needs_carlos,"Compass Group is both an employer and a catering operator, creating a direction/entity split.",credit|INCOME_SALARY|COMPASS GROUP PP 00754160 | credit|INCOME_SALARY|COMPASS GROUP PP 02343469 | debit|TRANSFER_OUT_CHECKS_AND_ATM|LNK COMPASS GROUP | debit|GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES|COMPASS GRP T/A M& | debit|GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES|COMPASS GRP T/A M&
pdsa,27,27,0,0.0,GENERAL_SERVICES_OTHER_SERVICES,,A n10-49 needs_carlos,"PDSA covers veterinary care, pet shops and charity-related activity.","debit|PET_CARE_AND_SUPPLIES_PET_SUPPLIES|Pdsa Manchester Pet We | debit|DINING_DINING|PDSA PLYMOUTH (VIA APPLE PAY), ON 15-09-2025 | debit|RENT_AND_UTILITIES_GAS_AND_ELECTRICITY|Pdsa Exeter Cowick Str | debit|PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES|PDSA DERBY PET HOSPITA (VIA APPLE PAY), ON 20-08-2025 | debit|PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES|PDSA DERBY PET HOSPITA (VIA APPLE PAY), ON 20"
white hat gaming,35,35,0,0.0,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,,A n10-49 needs_carlos,White Hat Gaming is a gambling platform but the evidence does not identify one gambling subtype.,debit|ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES|WHITE HAT GAMING  RJJYHZ09XUZH4MT2UUTPP TRUELAYER LIMIFP 23/07/25 10    63160533487075000N | debit|TRANSFER_OUT_OTHER|White Hat Gaming  ZOZHS8SPTDV8Z9V2LZ | debit|ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES|WHITE HAT GAMING  H8JV4Z8JX8FHQ7H099TPP TRUELAYER LIMIFP 26/07/25 10    63010810281908000N | debit|ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_M
english heritage,28,24,4,14.3,INSURANCE_AND_TAX_INSURANCE,,A n10-49 needs_carlos,"English Heritage has membership, attraction and reversal activity that needs a policy decision.",credit|INCOME_OTHER|REVERSAL OF 29-08 ENGLISH HERITAGE T | debit|GENERAL_SERVICES_HOME_IMPROVEMENT_SERVICES|ENGLISH HERITAGE T  EHDD0063449 DDR | debit|GENERAL_SERVICES_HOME_IMPROVEMENT_SERVICES|ENGLISH HERITAGE T  EHDD0063449 DDR | debit|INSURANCE_AND_TAX_INSURANCE|ENGLISH HERITAGE T  1975986 DDR | credit|TRANSFER_IN_OTHER|Returned direct debit ENGLISH HERITAGE T 070246 29337929
yankee store,22,22,0,0.0,GENERAL_MERCHANDISE_CONVENIENCE_STORES,convenience_store,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|GENERAL_MERCHANDISE_CONVENIENCE_STORES|Contactless Payment YANKEE STORE APPLEPAY 4054 | debit|GENERAL_MERCHANDISE_CONVENIENCE_STORES|YANKEE STORE  ON 30 AUG CPM | debit|GENERAL_MERCHANDISE_CONVENIENCE_STORES|YANKEE STORE  ON 07 SEP CPM | debit|GENERAL_MERCHANDISE_CONVENIENCE_STORES|YANKEE STORE  ON 08 AUG CPM | debit|GENERAL_MERCHANDISE_CONVENIENCE_STORES|Contactless Payment YANKEE STORE APP
water,41,41,0,0.0,FOOD_RETAIL_GROCERIES,water,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|FOOD_RETAIL_GROCERIES|8571 25JUN25      TEEMILL TECH LTD  FRESHWATER GB | debit|FOOD_RETAIL_GROCERIES|8571 25JUN25      TEEMILL TECH LTD  FRESHWATER GB | debit|RENT_AND_UTILITIES_WATER|Direct Debit - First Payment SOUTH WEST WATER 300002 00456492 | debit|FOOD_RETAIL_GROCERIES|8571 29JUN25      TEEMILL TECH LTD  FRESHWATER GB | debit|FOOD_RETAIL_GROCERIES|8571 29JUN25      TEEMILL TECH LTD  F
bae systems,46,46,0,0.0,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,business_services,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT|BAE Systems | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|BAE Systems | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|BAE Systems | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|BAE Systems | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|BAE Systems
loans by mal,20,20,0,0.0,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|LOANS BY MAL  CX2Z3SJ DDR | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|LOANS BY MAL  CX2Z3SJ DDR | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|LOANS BY MAL  CX2Z3SJ DDR | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|LOANS BY MAL QWBGQ2S | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|LOANS BY MAL QWBGQ2S
bristol city council,42,42,0,0.0,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,council_tax,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|9365 02SEP25      BRISTOL CITY      COUNCIL           BRISTOL GB | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|8469 17SEP25      BRISTOL CITY      COUNCIL           BRISTOL GB | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|0577 12JUL25      BRISTOL CITY      COUNCIL           BRISTOL GB | debit|GOVERNMENTS_A
liberty scarboroug,47,47,0,0.0,DINING_DINING,gambling_casino,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|DINING_DINING|LIBERTY SCARBOROUG | debit|ENTERTAINMENT_CASINOS_AND_GAMBLING|LIBERTY SCARBOROUG | debit|DINING_DINING|LIBERTY SCARBOROUG | debit|DINING_DINING|LIBERTY SCARBOROUG | debit|DINING_DINING|LIBERTY SCARBOROUG
gbp childcare,41,41,0,0.0,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,childcare,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION|To GBP Childcare | debit|CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION|To GBP Childcare | debit|CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION|To GBP Childcare | debit|CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION|To GBP Childcare | debit|CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION|To GBP Childcare
jaguar land rover,41,41,0,0.0,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,vehicle_purchase,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|GENERAL_SERVICES_OTHER_SERVICES|5629 11AUG25  D   JAGUAR LAND ROVER LTD               COVENTRY GB | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|Jaguar Land Rover | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|Jaguar Land Rover | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|Jaguar Land Rover | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|Jaguar Land Rover
