merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
Lego Shop,ZILCH LEGO System  ON 05 FEB BCC ZILCH LEGO SYSTEM A/S,20.49,debit,equifax,Shopping (Discretionary) | Toy Stores,new_targeted,targeted_for:toys,toys,toys,toys,
Mums and Me,mums cash and carry Mums Cash And Carry,3.25,debit,equifax,Shopping (Household Essentials) | General Baby Products,new_targeted,targeted_for:baby_products,cash_and_carry,cash_and_carry,cash_and_carry,
Hamleys,Hamleys of London Hamleys of London Limited,14.0,debit,equifax,Shopping (Household Essentials) | General Baby Products,new_targeted,targeted_for:baby_products,toys,toys,toys,
Kids Stuff and Things,ZILCH *      KIDS ZILCH *      KIDS STUFF L,10.54,debit,equifax,Shopping (Household Essentials) | General Baby Products,new_targeted,targeted_for:baby_products,toys,toys,toys,
My Nametags,Visa purchase My Nametags APPLEPAY 1122,14.95,debit,equifax,Shopping (Discretionary) | Baby Gifts,new_targeted,targeted_for:baby_products,gifts_flowers,baby_products,baby_products,
Personalised Gift Ideas,"CARD PAYMENT TO PERSONALISED GIFT SHOP ,5.00 EUR, RATE 0.8720/GBP ON 10-11-2023",4.36,debit,equifax,Shopping (Discretionary) | Baby Gifts,new_targeted,targeted_for:baby_products,gifts_flowers,gifts_flowers,gifts_flowers,
Moonpig,MOONPIG  ON 01 SEP CPM Moonpig,17.98,debit,equifax,Shopping (Household Essentials) | Gifts Flowers and Parties,new_targeted,targeted_for:gifts_flowers,gifts_flowers,gifts_flowers,gifts_flowers,
Card Factory,1322 18MAR23 C    CARD FACTORY      FOLKESTONE GB,4.38,debit,equifax,Shopping (Household Essentials) | Gifts Flowers and Parties,new_targeted,targeted_for:gifts_flowers,gifts_flowers,gifts_flowers,gifts_flowers,
Flowers.co.uk,FREDDIES FLOWERS,25.0,debit,equifax,Shopping (Household Essentials) | Gifts Flowers and Parties,new_targeted,targeted_for:gifts_flowers,gifts_flowers,gifts_flowers,gifts_flowers,
Clinton Cards,CLINTONS 339,20.2,debit,equifax,Shopping (Household Essentials) | Gifts Flowers and Parties,new_targeted,targeted_for:gifts_flowers,gifts_flowers,gifts_flowers,gifts_flowers,
Groupon,www.groupon.co.uk IRELAND ON 12 JAN CPM Groupon,15.25,debit,equifax,Shopping (Discretionary) | Vouchers/Discount Codes,new_targeted,targeted_for:vouchers,vouchers,vouchers,vouchers,
Go Groopie,GoGroopie  ON 24 DEC BCC,3.99,debit,equifax,Shopping (Discretionary) | Vouchers/Discount Codes,new_targeted,targeted_for:vouchers,vouchers,vouchers,vouchers,
BuyVia,BUYVIA.CO.UK,9.99,debit,equifax,Shopping (Discretionary) | Vouchers/Discount Codes,new_targeted,targeted_for:vouchers,vouchers,vouchers,vouchers,
First Bus,First Bus FIRST HAMPSHIRE        SOUTHAMPTON   GBR,2.0,debit,equifax,Commuting and travel | Trains and Coaches,new_targeted,targeted_for:public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Greater Anglia,Greater Anglia GREATER ANGLIA T/O     LONDON EC2M   GBR,10.0,debit,equifax,Commuting and travel | Trains and Coaches,new_targeted,targeted_for:public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
TFL Unpaid Fare,Transport for London TfL Unpaid Fares       TFL.gov.uk/CP GBR,0.1,credit,equifax,Transfers / Other | Trains and Coaches,new_targeted,targeted_for:public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: public_transport_rail_coach / public_transport_rail_coach / public_transport_rail_coach.
Go North East,GO NORTH EAST LIMI GO NORTH EAST LIMITED,1.0,debit,equifax,Commuting and travel | Trains and Coaches,new_targeted,targeted_for:public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
fonaCAB,Fonacab SumUp  *Fonacab        Belfast       GBR,14.8,debit,equifax,Commuting and travel | Taxis,new_targeted,targeted_for:taxi_rideshare,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Metro Cars,9771 01APR25 C    CCS*METRO CARS NW 025               BOLTON GB,3.1,debit,equifax,Commuting and travel | Taxis,new_targeted,targeted_for:taxi_rideshare,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Free Now,6441 10JUL24  D   FREENOW* 25VXO-1  LONDON GB,5.8,debit,equifax,Commuting and travel | Taxis,new_targeted,targeted_for:taxi_rideshare,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Triple Twenty Taxis,Triple 20 Cars Cpt TRIPLE 20 CARS* CPT    +441623442211 GBR,2.0,credit,equifax,Identified Salary | Taxis,new_targeted,targeted_for:taxi_rideshare,taxi_rideshare,taxi_rideshare,salary_gig,Final human adjudication: salary_gig. Credit is earnings from a taxi or gig-work platform. Luna votes: salary_gig / salary_gig / taxi_rideshare.
Humber Bridge,HUMBER BRIDGE BOAR  ON 20 MAY CLP Humber Bridge Board,1.5,debit,equifax,Automotive | Tolls and Crossings,new_targeted,targeted_for:tolls,tolls,tolls,tolls,
Dartford Crossing,Dart Charge DART-CHARGE            DUBLIN        IRL,5.0,debit,equifax,Automotive | Tolls and Crossings,new_targeted,targeted_for:tolls,tolls,tolls,tolls,
Mersey Tunnel,Contactless Payment MERSEY TUNNELS,2.0,debit,equifax,Automotive | Tolls and Crossings,new_targeted,targeted_for:tolls,tolls,tolls,tolls,
Air Serv,Nya*air-Serv Nya*air-serv,1.0,debit,equifax,Automotive | Garages and Parts,new_targeted,targeted_for:vehicle_maintenance,spares_repairs,fuel,vehicle_maintenance,Final human adjudication: vehicle_maintenance. Air Serv debit; automotive dealer/maintenance transaction. Narrative: Nya*air-Serv Nya*air-serv. Native category: Automotive | Garages and Parts. Provider: equifax. Merchant identity was checked against the linked source. Luna votes: vehicle_maintenance / vehicle_maintenance / carwash. Sources: https://air-serv.co.uk/
Jaguar Land Rover,JLR SOLIHULL COSTCBIRMINGHAM,1.25,debit,equifax,Automotive | Garages and Parts,new_targeted,targeted_for:vehicle_maintenance,vehicle_servicing,vehicle_servicing,vehicle_servicing,
BookMyGarage,Bookmygarage BookMyGarage,36.0,debit,equifax,Automotive | Garages and Parts,new_targeted,targeted_for:vehicle_maintenance,vehicle_servicing,vehicle_servicing,vehicle_servicing,
EMaC LTD,EMaC  EMAC LTD Emac Ltd,14.5,debit,equifax,Automotive | M.O.T.,new_targeted,targeted_for:vehicle_mot,vehicle_mot,vehicle_mot,vehicle_mot,
AA Car Check,AA  HAND CAR WASH AA  HAND CAR WASH LTD,23.0,debit,equifax,Services | Car Services,new_targeted,targeted_for:vehicle_servicing,carwash,carwash,carwash,
Vehicle Information,VEHICLEINFORMATION VEHICLEINFORMATION.UK,7.95,debit,equifax,Services | Car Services,new_targeted,targeted_for:vehicle_servicing,unclassified_other,vehicle_maintenance,online_services,"vehicleinformation.uk £7.95 is a vehicle-check membership, not garage labour."
Anduff Car Wash Limited,ANDUFF CAR WASH LI ANDUFF CAR WASH LIMITED,1.0,debit,equifax,Automotive | Carwash,new_targeted,targeted_for:carwash,carwash,carwash,carwash,
Anduff Carwash,Anduff Carwash ANDUFF CARWASH         TROWBRIDGE    GBR,11.0,debit,equifax,Automotive | Carwash,new_targeted,targeted_for:carwash,carwash,carwash,carwash,
RAC,Direct debit RAC MOTORING SERVI ************1646,137.99,debit,equifax,Automotive | Breakdown Cover,new_targeted,targeted_for:breakdown_cover,breakdown_cover,breakdown_cover,breakdown_cover,
Cinch,CINCH CARS LIMITED,599.0,debit,equifax,Automotive | Car Dealerships,new_targeted,targeted_for:vehicle_purchase,vehicle_purchase,vehicle_purchase,vehicle_purchase,
Vertu Motors,VERTU MOTORS PLC                      REFERENCE: PSP1232423,12.99,debit,equifax,Automotive | Car Dealerships,new_targeted,targeted_for:vehicle_purchase,vehicle_purchase,vehicle_maintenance,vehicle_maintenance,
Toyota,Cedric Yonda  Toyota rav4 BGC,500.0,credit,equifax,Transfers / Other | Car Dealerships,new_targeted,targeted_for:vehicle_purchase,vehicle_purchase,vehicle_purchase,transfer_p2p,Final human adjudication: transfer_p2p. The counterparty is a named person and the narrative is a bank transfer. Luna votes: transfer_p2p / transfer_p2p / vehicle_purchase.
Europcar,Europcar.com/uk,143.64,debit,equifax,Commuting and travel | General Car Hire,new_targeted,targeted_for:car_hire,car_hire,car_hire,car_hire,
Zip car,Zipcar UK Limited  ON 16 AUG BCC,31.25,debit,equifax,Commuting and travel | General Car Hire,new_targeted,targeted_for:car_hire,car_hire,car_hire,car_hire,
Avis,Zipcar Extend Aug30 Zipcar Extend AUG30\Avis Budget House Park Road\Bracknell\RG12 2EW  GBRGBR,31.0,credit,equifax,Transfers / Other | General Car Hire,new_targeted,targeted_for:car_hire,car_hire,car_hire,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: car_hire / car_hire / car_hire.
Hertz,HERTZ 24/7,5.7,debit,equifax,Commuting and travel | General Car Hire,new_targeted,targeted_for:car_hire,car_hire,car_hire,car_hire,
Applegreen,APPLEGREEN HINCKLE APPLEGREEN HINCKLEY A5 GR,3.0,debit,equifax,Commuting and travel | Fuel,new_targeted,targeted_for:transport_other,fuel,fuel,fuel,
BP,Contactless Payment BP WOKINGHAM CONNECT APPLEPAY 1438,24.45,debit,equifax,Commuting and travel | Fuel,new_targeted,targeted_for:transport_other,fuel,fuel,fuel,
First Cornwall,First Cornwall FIRST CORNWALL         NORWICH       GBR,1.6,debit,equifax,Commuting and travel | Trains and Coaches,new_targeted,targeted_for:transport_other,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Metro Bus,Metrobus METROBUS               CRAWLEY       GBR,1.7,debit,equifax,Commuting and travel | Trains and Coaches,new_targeted,targeted_for:transport_other,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Texaco,TEX SCRUBS LANE  ON 15 DEC CLP,80.57,debit,equifax,Commuting and travel | Fuel,new_targeted,targeted_for:transport_other,fuel,fuel,fuel,
Formula One Autocentres,FORMULA ONE AUTOCE FORMULA ONE AUTOCENTRE,129.5,debit,equifax,Automotive | Garages and Parts,new_targeted,targeted_for:transport_other,vehicle_servicing,vehicle_maintenance,vehicle_servicing,
M6 Toll,M6 TOLL,17.2,debit,equifax,Automotive | Tolls and Crossings,new_targeted,targeted_for:transport_other,tolls,tolls,tolls,
Green Flag,Green Flag GREEN FLAG             +443452461558 GBR,25.0,debit,equifax,Automotive | Breakdown Cover,new_targeted,targeted_for:transport_other,breakdown_cover,breakdown_cover,breakdown_cover,
W J King,W J KING SWANLEY,50.04,debit,equifax,Automotive | Garages and Parts,new_targeted,targeted_for:transport_other,spares_repairs,vehicle_maintenance,vehicle_maintenance,Final human adjudication: vehicle_maintenance. W J King debit; vehicle maintenance is the best matching transaction function. Narrative: W J KING SWANLEY. Luna votes: spares_repairs / vehicle_maintenance / vehicle_maintenance.
British Airways GB,British Airways Plc British A1252205972020,315.49,debit,equifax,Flights and Holidays | Flights,new_targeted,targeted_for:flights,flights,flights,flights,
Jet2,5877 20MAY25 C    JET2.COM          LEEDS GB,2.8,debit,equifax,Flights and Holidays | Flights,new_targeted,targeted_for:flights,flights,flights,flights,
Travelodge,Visa purchase TRAVELODGE GB0000 APPLEPAY 0600,99.99,debit,equifax,Flights and Holidays | Hotels and Accommodation,new_targeted,targeted_for:accommodation,accommodation,accommodation,accommodation,
Marriott,FRANK MARRIOTT    Stag do ticket    VIA MOBILE - PYMT FP 03/02/************3041000N,35.0,debit,equifax,Flights and Holidays | Hotels and Accommodation,new_targeted,targeted_for:accommodation,experience_days,unclassified_other,transfer_p2p,
Booking.com,booking.com Booking.com,124.0,debit,equifax,Flights and Holidays | Hotels and Accommodation,new_targeted,targeted_for:accommodation,accommodation,accommodation,accommodation,
airbnb,Bank credit AIRBNB PAYMENTS UK 301635 20949064,414.92,credit,equifax,Transfers / Other | Hotels and Accommodation,new_targeted,targeted_for:accommodation,accommodation,accommodation,income_other_unspecified,"Final human adjudication: income_other_unspecified. This is incoming money, but the precise income/refund purpose is not evidenced. Luna votes: income_other_unspecified / income_other_unspecified / income_other_unspecified."
Premier Inn,Visa purchase PREMIER INN44013605,52.56,debit,equifax,Flights and Holidays | Hotels and Other Accomodation,new_targeted,targeted_for:accommodation,accommodation,accommodation,accommodation,
Nexus Travel,7149 11DEC24 CD   NEXUS TRAVEL SHOP NEWCASTLE UPO GB,5.0,debit,equifax,Flights and Holidays | Holidays,new_targeted,targeted_for:holiday_package,travel_other,travel_other,travel_other,
On the Beach,Onthebeachcomca,204.99,debit,equifax,Flights and Holidays | Holidays,new_targeted,targeted_for:holiday_package,holiday_package,holiday_package,holiday_package,
First Choice,FIRST CHOICE HARDW  ON 26 MAR CLP,4.5,debit,equifax,Flights and Holidays | Holidays,new_targeted,targeted_for:holiday_package,holiday_package,holiday_package,home_improvement,"FIRST CHOICE HARDW £4.50 contactless is a hardware shop, not TUI First Choice holidays."
Gleneagles Hotels,6404 11MAR25 CD   GLENEAGLES HOTELS AUCHTERARDER GB,3.0,debit,equifax,Flights and Holidays | Holidays UK,new_targeted,targeted_for:holiday_uk,accommodation,accommodation,accommodation,
Bourne Leisure,BOURNE LEISURE LIMLEISURE EMPLOYMENTFP 27/02/25 2121  MODULO00P210UEBF1Z,384.84,credit,equifax,Identified Salary | Holidays UK,new_targeted,targeted_for:holiday_uk,salary,salary,salary,
Sykes Cottages,342748 Sykes Cottages Li,3919.32,credit,equifax,Identified Salary | Holiday Cottages and Villas,new_targeted,targeted_for:holiday_rental,salary,holiday_rental,salary,"Final human adjudication: salary. Credit amount, employer identity, and salary evidence support employment income. Luna votes: salary / salary / income_other_unspecified."
Forest Holidays Cabins,FOREST HOLIDAYS SH FOREST HOLIDAYS SHERWO,20.0,debit,equifax,Flights and Holidays | Holiday Cottages and Villas,new_targeted,targeted_for:holiday_rental,holiday_rental,holiday_rental,holiday_rental,
Inghams,INGHAMS DINER,9.9,debit,equifax,Flights and Holidays | Holiday Cottages and Villas,new_targeted,targeted_for:holiday_rental,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Park Resorts,Sunnydale Holiday Park PARK RESORTS            GREAT BRITAI GBR,5.4,debit,equifax,Flights and Holidays | Camping Holidays,new_targeted,targeted_for:camping_holiday,camping_holiday,holiday_uk,camping_holiday,
Comrie Croft,Comrie Croft COMRIE CROFT           PERTHSHIRE PH GBR,28.0,debit,equifax,Flights and Holidays | Camping Holidays,new_targeted,targeted_for:camping_holiday,camping_holiday,camping_holiday,camping_holiday,
Perran Sands Holiday Park,PERRAN SANDS HOL,27.95,debit,equifax,Flights and Holidays | Camping Holidays,new_targeted,targeted_for:camping_holiday,camping_holiday,camping_holiday,camping_holiday,
Cala Gran Holiday Park,CALA GRAN HOLIDAY,6.5,debit,equifax,Flights and Holidays | Camping Holidays,new_targeted,targeted_for:camping_holiday,camping_holiday,camping_holiday,camping_holiday,
Stena Line,"STENA LINE TRAVEL (VIA APPLE PAY), ON 03-04-2024",7.5,debit,equifax,Flights and Holidays | Ferries and Rail,new_targeted,targeted_for:ferry_rail_travel,ferry_rail_travel,ferry_rail_travel,ferry_rail_travel,
P&O Ferries,P&O FERRIES,7.88,debit,equifax,Flights and Holidays | Ferries and Rail,new_targeted,targeted_for:ferry_rail_travel,ferry_rail_travel,ferry_rail_travel,ferry_rail_travel,
Euro Tunnel,Eurotunnel E/TUNNEL INTERNET      FOLKESTONE    GBR,6.0,debit,equifax,Flights and Holidays | Ferries and Rail,new_targeted,targeted_for:ferry_rail_travel,ferry_rail_travel,ferry_rail_travel,ferry_rail_travel,
SkyParkSecure,"Skyparksecure.com - 6th Floor Olympic House  Manchester Airport, Manchester",89.39,debit,equifax,Flights and Holidays | Airport Parking,new_targeted,targeted_for:airport_parking,airport_parking,airport_parking,airport_parking,
Park and Go,Newcastle Park And Fly NEWCASTLE PARK AND FLY NEWCASTLE     GBR,4.0,debit,equifax,Flights and Holidays | Airport Parking,new_targeted,targeted_for:airport_parking,airport_parking,airport_parking,airport_parking,
FHR,************0437  FHR FT,1.0,credit,equifax,Transfers / Other | Airport Parking,new_targeted,targeted_for:airport_parking,unclassified_other,unclassified_other,unclassified_other,Final human adjudication: unclassified_other. FHR credit; merchant/function is not identifiable from the available evidence. Narrative: ************0437 FHR FT. Native category: Transfers / Other | Airport Parking. Provider: equifax. Luna votes: unclassified_other / unclassified_other / unclassified_other.
Travelex,TRAVELEX@TESCO    ROYSTON,204.02,debit,equifax,Flights and Holidays | Foreign Currency,new_targeted,targeted_for:foreign_currency,foreign_currency,foreign_currency,foreign_currency,
ChatGPT,OpenAI OPENAI *CHATGPT SUBSCR +14158799686  USA,18.57,debit,equifax,Misc Card Spend | Foreign,new_targeted,targeted_for:foreign_spend_unspecified,software,software,software,
Louis Vuitton,Louis Vuitton Nv1@joyboxstudio.com   LAS VEGAS     USA,30.03,debit,equifax,Misc Card Spend | Foreign,new_targeted,targeted_for:foreign_spend_unspecified,unclassified_card_spend,jewellery,clothing_general,Final human adjudication: clothing_general. The visible underlying merchant is a clothing/accessories retailer. Luna votes: clothing_general / foreign_spend_unspecified / foreign_spend_unspecified.
WWE Network,WWE Network WWE NETWORK 5124341630 +15122256300  USA,9.99,debit,equifax,Misc Card Spend | Foreign,new_targeted,targeted_for:foreign_spend_unspecified,streaming,streaming,streaming,
Antler,INKED ANTLER LTD INKED ANTLER LTD ************41450     10 19MAR25 18:58,50.0,credit,equifax,"Transfers / Other | Travel Guides, Luggage And Accessories",new_targeted,targeted_for:luggage_travel_goods,luggage_travel_goods,unclassified_other,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: refund_received / refund_received / refund_received.
LMnext,Lmnext Uk Ltd,146.24,debit,equifax,"Flights and Holidays | Travel Guides, Luggage And Accessories",new_targeted,targeted_for:luggage_travel_goods,luggage_travel_goods,luggage_travel_goods,holiday_package,LMNEXT UK Ltd is lastminute.com (OTA). Equifax luggage category is a false match.
Voi Technology,VOI TECHNOLOGY UK  ON 06 JUN BCC,2.08,debit,equifax,Commuting and travel | Other Travel,new_targeted,targeted_for:travel_other,taxi_rideshare,transport_other,transport_other,
Lime Micromobility,LIM*RIDE COST,4.62,debit,equifax,Commuting and travel | Other Travel,new_targeted,targeted_for:travel_other,taxi_rideshare,transport_other,transport_other,
Human Forest Limited,Human Forest HUMAN FOREST           +442081577491 GBR,6.0,debit,equifax,Commuting and travel | Other Travel,new_targeted,targeted_for:travel_other,unclassified_other,bicycle,bicycle,
Hilton Hotels,HILTON HOTELS  ON 28 MAY CLP,4.0,debit,equifax,Flights and Holidays | Hotels and Accommodation,new_targeted,targeted_for:travel_other,accommodation,accommodation,accommodation,
TUI,TUI TRAVEL-DOM,700.0,debit,equifax,Flights and Holidays | Holidays,new_targeted,targeted_for:travel_other,holiday_package,holiday_package,holiday_package,
Holiday Inn,HOLIDAY INN HUNTINGDON Holiday Inn Huntingdon Cambs,3.0,debit,equifax,Flights and Holidays | Hotels and Accommodation,new_targeted,targeted_for:travel_other,accommodation,accommodation,accommodation,
Virgin Holidays,Direct debit VIRGIN HOLIDAYS 070436 33893077,397.0,debit,equifax,Flights and Holidays | Holidays,new_targeted,targeted_for:travel_other,holiday_package,holiday_package,holiday_package,
SteamGames,STEAM PURCHASE         Steam,12.79,debit,equifax,Shopping (Discretionary) | PC and Console Games,new_targeted,targeted_for:gaming_console_pc,gaming_console_pc,gaming_console_pc,gaming_console_pc,
XBOX,Microsoft*Xbox  ON 17 JUN BCC,7.99,debit,equifax,Shopping (Discretionary) | PC and Console Games,new_targeted,targeted_for:gaming_console_pc,gaming_console_pc,gaming_console_pc,gaming_console_pc,
Playstation,KLARNA*PLAYSTATION,15.0,debit,equifax,Shopping (Discretionary) | PC and Console Games,new_targeted,targeted_for:gaming_console_pc,gaming_console_pc,gaming_console_pc,gaming_console_pc,
ZWIFT,ZWIFT                  Zwift,17.99,debit,equifax,Entertainment | Mobile Apps and Games,new_targeted,targeted_for:gaming_mobile,streaming,gaming_mobile,sports_participation,Final human adjudication: sports_participation. The charge is for participation in a virtual/physical sport rather than passive media. Luna votes: gym_fitness / sports_participation / gym_fitness.
King Games,PAYPAL *GOOGLE KIN PAYPAL *GOOGLE KING,1.79,debit,equifax,Entertainment | Mobile Apps and Games,new_targeted,targeted_for:gaming_mobile,gaming_mobile,gaming_mobile,gaming_mobile,
Tebex,tebex.org Tebex.org,0.7,debit,equifax,Entertainment | Online Games,new_targeted,targeted_for:gaming_online,gaming_online,gaming_online,gaming_online,
ShopTo,ShopTo.Net,19.58,debit,equifax,Entertainment | Online Games,new_targeted,targeted_for:gaming_online,retail_other,gaming_console_pc,gaming_console_pc,
Fortnite,EPC*FORTNITE,9.99,debit,equifax,Entertainment | Online Games,new_targeted,targeted_for:gaming_online,gaming_mobile,gaming_online,gaming_online,
Cineworld,Cineworld CINEWORLD              BIRMINGHAM    GBR,6.0,debit,equifax,Entertainment | Cinema,new_targeted,targeted_for:cinema,cinema,cinema,cinema,
Showcase Cinemas,Showcase Dudley Flex,35.87,credit,equifax,Transfers / Other | Cinema,new_targeted,targeted_for:cinema,cinema,cinema,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: cinema / cinema / cinema.
Eventim,CARD PAYMENT TO EVENTIM INHOUSE UK ON 19-01-2025,38.65,debit,equifax,Entertainment | Music Tickets,new_targeted,targeted_for:live_music,live_music,live_music,live_music,
Fatsoma,9577 11AUG23      WWW.FATSOMA.COM   MANCHESTER GB,7.0,debit,equifax,Entertainment | Music Tickets,new_targeted,targeted_for:live_music,live_music,live_music,live_music,
Ticketmaster,TICKETMASTER UK,40.5,debit,equifax,Entertainment | Music Tickets,new_targeted,targeted_for:live_music,live_music,live_music,live_music,
Dice,DICE.FM,133.17,debit,equifax,Entertainment | Music Tickets,new_targeted,targeted_for:live_music,live_music,live_music,live_music,
Skiddle,CARD PAYMENT TO SKIDDLE*LEAZESPARK ON 01-02-2023,33.0,debit,equifax,Entertainment | Theatre Tickets,new_targeted,targeted_for:theatre,live_music,live_music,live_music,
Liverpool FC,LFC FINANCE MOTO G  ON 14 APR BCC LFC FINANCE MOTO GBP,1036.0,debit,equifax,Entertainment | Sports Ticket,new_targeted,targeted_for:sports_tickets,sports_tickets,sports_tickets,sports_tickets,
Millwall FC,Millwall Football Club Millwall FC            London        GBR,17.1,debit,equifax,Entertainment | Sports Ticket,new_targeted,targeted_for:sports_tickets,sports_tickets,sports_tickets,sports_tickets,
Bristol City,8358 29AUG23      BCFC/E COMM       BIRMINGHAM B9 GB,33.6,debit,equifax,Entertainment | Sports Ticket,new_targeted,targeted_for:sports_tickets,sports_tickets,sports_tickets,sports_tickets,
Manchester United,CARD PAYMENT TO MUFC TICKETING ON 30-01-2025,10.0,debit,equifax,Entertainment | Sports Ticket,new_targeted,targeted_for:sports_tickets,sports_tickets,sports_tickets,sports_tickets,
Arsenal FC,Arsenal Fc A46 PAYPAL *ARSENAL FC A46 07709517622   GBR,33.95,debit,equifax,Entertainment | Sporting General,new_targeted,targeted_for:sports_participation,sports_tickets,sports_tickets,sports_tickets,
Fordhouses Cricket and Social Club,FORDHOUSES CRICKET FORDHOUSES CRICKET CLU,8.95,debit,equifax,Entertainment | Sporting General,new_targeted,targeted_for:sports_participation,sports_participation,sports_participation,sports_participation,
Hampden Park,HAMPDEN PARK  ON 16 SEP CLP,10.5,debit,equifax,Entertainment | Sporting General,new_targeted,targeted_for:sports_participation,sports_tickets,sports_tickets,sports_tickets,
White Star Fc,White Star FC                            Anne- U14,40.0,debit,equifax,Entertainment | Sporting General,new_targeted,targeted_for:sports_participation,sports_participation,sports_participation,sports_participation,
Places For People Leisure Limited,53793883B Places For People Leisure ,31.0,debit,equifax,Entertainment | Sporting General,new_targeted,targeted_for:sports_participation,gym_fitness,gym_fitness,gym_fitness,
American Golf,AMERICAN GOLF LEISURE American Golf Leisure,3.6,debit,equifax,Shopping (Discretionary) | Sports Equipment,new_targeted,targeted_for:sports_equipment,sports_equipment,sports_equipment,sports_equipment,
Tottenham Hotspur Shop,TOTTENHAM HOTSPUR,56.5,debit,equifax,Shopping (Discretionary) | Sports Equipment,new_targeted,targeted_for:sports_equipment,sports_equipment,sportswear,sportswear,
World of Golf,WORLD OF GOLF CROY WORLD OF GOLF CROYDON,1.2,debit,equifax,Shopping (Discretionary) | Sports Equipment,new_targeted,targeted_for:sports_equipment,sports_equipment,sports_equipment,sports_equipment,
Sport and Leisure UK,9957 06AUG25 C    SPORT AND RECREATIBIRKENHEAD GB,21.0,debit,equifax,Shopping (Discretionary) | Camping Equipment,new_targeted,targeted_for:camping_equipment,sports_equipment,sports_equipment,sports_equipment,
Al Fresco Holidays,AL FRESCO              Al Fresco,23.92,debit,equifax,Shopping (Discretionary) | Camping Equipment,new_targeted,targeted_for:camping_equipment,camping_holiday,camping_holiday,camping_holiday,
London Zoo,ZSL LONDON ZOO (BELONDON,3.7,debit,equifax,Entertainment | Days Out,new_targeted,targeted_for:days_out,days_out,days_out,days_out,
Madame Tussauds,Madame Tussauds Lo Madame Tussauds London,113.0,debit,equifax,Entertainment | Days Out,new_targeted,targeted_for:days_out,days_out,days_out,days_out,
Wembley Park,Wembley Park expreWembley,4.48,debit,equifax,Entertainment | Days Out,new_targeted,targeted_for:days_out,days_out,days_out,days_out,
Alton Towers,Alton Towers,58.0,debit,equifax,Entertainment | Days Out,new_targeted,targeted_for:days_out,days_out,days_out,days_out,
Codonas,Codonas Amusement Park CODONAS AMUSEMENT PARK ABERDEEN      GBR,85.0,debit,equifax,Entertainment | Days Out,new_targeted,targeted_for:days_out,days_out,days_out,days_out,
BuyaGift,BUYAGIFT          LONDON,1.99,debit,equifax,Entertainment | Experience Days,new_targeted,targeted_for:experience_days,experience_days,experience_days,experience_days,
Attraction Tickets,attractiontickets. attractiontickets.com,16.86,debit,equifax,Entertainment | Experience Days,new_targeted,targeted_for:experience_days,experience_days,experience_days,experience_days,
Champneys,Champneys Mottram  ON 10 AUG CPM,5.96,debit,equifax,Entertainment | Experience Days,new_targeted,targeted_for:experience_days,experience_days,beauty_treatment,beauty_treatment,
BHLive,WWW.BHLIVE.ORG.UK  ON 13 AUG BCC,60.14,debit,equifax,Services | Event Planning,new_targeted,targeted_for:event_planning,live_music,live_music,live_music,
Tiffany Rose,TIFFANY ROSE HAIR  KAT GEMMELL FT,55.0,debit,equifax,Services | Event Planning,new_targeted,targeted_for:event_planning,beauty_treatment,beauty_treatment,beauty_treatment,
Waterstones,Waterstones WATERSTONES            NEWCASTLE     GBR,8.99,debit,equifax,"Books, Newspapers and Magazines | General Books",new_targeted,targeted_for:books,books,books,books,
Amazon Kindle,Kindle Svcs*RZ7XA0 USA AMOUNT IN USD 9.51 ON 29 FEB VISA 1.261799 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE ?0.23 ,7.77,debit,equifax,"Books, Newspapers and Magazines | General Books",new_targeted,targeted_for:books,books,books,books,
Abebooks,AB* ABEBOOKS.UK KZ  ON 27 MAY BCC AB* ABEBOOKS.UK KZ2A3I,6.9,debit,equifax,"Books, Newspapers and Magazines | General Books",new_targeted,targeted_for:books,books,books,books,
Wonderbly,CARD PAYMENT TO WONDERBLY PERSONALISED ON 24-10-2024,39.98,debit,equifax,"Books, Newspapers and Magazines | General Books",new_targeted,targeted_for:books,books,books,books,
