merchant_raw,description_raw,amount,direction,gold_leaf,target_leaf
Ald Automotive,ALD AUTOMOTIVE       SQ2678885,481.09,debit,car_lease,car_lease
Arval Uk,ARVAL UK LTD MO4725,1298.06,debit,car_lease,car_lease
Ald Automotive,ALD AUTOMOTIVE,2692.41,debit,car_lease,car_lease
Grenkeleasing Limi,GRENKELEASING LIMI1700009985,73.94,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI,153.0,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI,88.92,debit,hire_purchase_repayment,hire_purchase_repayment
Interbay Asset Fin,INTERBAY ASSET FIN FAL01630,428.4,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI1700009985,168.0,debit,hire_purchase_repayment,hire_purchase_repayment
Bpce Equipment Solutions Uk Limit,A096045538 Bpce Equipment Solutions Uk Limit,345.11,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI,318.25,debit,hire_purchase_repayment,hire_purchase_repayment
Bpce Equipment Solutions Uk Limit,A096045538 Bpce Equipment Solutions Uk Limit,345.11,debit,hire_purchase_repayment,hire_purchase_repayment
Bpce Equipment Solutions Uk Limit,A096045538 Bpce Equipment Solutions Uk Limit,345.11,debit,hire_purchase_repayment,hire_purchase_repayment
Interbay Asset Fin,INTERBAY ASSET FIN FAL03325,1772.99,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI1220027127,168.0,debit,hire_purchase_repayment,hire_purchase_repayment
Interbay Asset Fin,INTERBAY ASSET FIN FAL01630,203.4,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI1220027127        INITIAL PAYMENT,154.26,debit,hire_purchase_repayment,hire_purchase_repayment
Interbay Asset Fin,INTERBAY ASSET FIN FAL03325,1772.99,debit,hire_purchase_repayment,hire_purchase_repayment
Daimler Truck Fina Sfof,DAIMLER TRUCK FINA SFOF6006721001,4678.7,debit,hire_purchase_repayment,hire_purchase_repayment
Daimler Truck Fina Sfof,DAIMLER TRUCK FINA SFOF6006721001,4678.7,debit,hire_purchase_repayment,hire_purchase_repayment
Grenkeleasing Limi,GRENKELEASING LIMI,88.92,debit,hire_purchase_repayment,hire_purchase_repayment
Daimler Truck Fina Sfof,DAIMLER TRUCK FINA SFOF6006721001,5038.92,debit,hire_purchase_repayment,hire_purchase_repayment
Bpce Equipment Solutions Uk Limit,A096045538 Bpce Equipment Solutions Uk Limit,345.11,debit,hire_purchase_repayment,hire_purchase_repayment
Daimler Truck Fina Sfof,DAIMLER TRUCK FINA SFOF6006721001,5038.92,debit,hire_purchase_repayment,hire_purchase_repayment
Raylo,RAYLO,17.56,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO  A46ZBGG DDR,15.49,debit,retail_finance_repayment,retail_finance_repayment
Raylo,NRW8QCZ Raylo,23.29,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO  EZETFZ4 DDR,8.9,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO,21.99,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO BQZNKCW,17.95,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO,62.61,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO HXPYCVK,34.91,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO,39.16,debit,retail_finance_repayment,retail_finance_repayment
Raylo,XPMHPGS Raylo,26.19,debit,retail_finance_repayment,retail_finance_repayment
V12 Retail Finance,V12 RETAIL FINANCE 022017619,36.56,debit,retail_finance_repayment,retail_finance_repayment
Barclays Prtnr,BARCLAYS PRTNR FIN 300 0110 737981747,63.7,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO JWKBTBZ,39.47,debit,retail_finance_repayment,retail_finance_repayment
Raylo,Direct debit RAYLO 162224 10135836,21.74,debit,retail_finance_repayment,retail_finance_repayment
Raylo,Direct debit RAYLO 162224 10135836,20.95,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO 4ZV8MGX,10.49,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO K6TBZ6V,21.36,debit,retail_finance_repayment,retail_finance_repayment
Raylo,RAYLO,38.27,debit,retail_finance_repayment,retail_finance_repayment
Raylo,Returned direct debit RAYLO 070806 07536299,39.88,credit,returned_payment,retail_finance_repayment
Raylo,RAYLO,25.99,debit,retail_finance_repayment,retail_finance_repayment
Clearpay,CLEARPAY,1.65,debit,bnpl,bnpl
Zilch,ZILCH UBR* PENDING  ON 03 JUL BCC ZILCH UBR* PENDING.UBE,4.99,debit,taxi_rideshare,bnpl
Klarna,CARD PAYMENT TO KLARNA*DUNELM SOFT ON 13-08-2025,24.33,debit,home_accessories,bnpl
Klarna,Klarna Fsuk,16.66,debit,bnpl,bnpl
Clearpay,Visa purchase CLEARPAY 1967,55.27,debit,bnpl,bnpl
Clearpay,CLEARPAY,10.46,debit,bnpl,bnpl
Zilch,Visa purchase ZILCH INSTALMENT,4.29,debit,bnpl,bnpl
Klarna,Klarna - SortCodeAccountNumber: 16222410135836,35.4,debit,bnpl,bnpl
Clearpay,Clearpay  ON 31 JUL BCC,12.24,debit,bnpl,bnpl
Zilch,Visa purchase ZILCH INSTALMENT,1.5,debit,bnpl,bnpl
Zilch,ZILCH INSTALMENT  ON 23 OCT BCC,3.25,debit,bnpl,bnpl
Zilch,"WLT 30, Zilch *      Instalmen",23.9,debit,bnpl,bnpl
Clearpay,Visa purchase Clearpay APPLEPAY 2154 2025-08-31,9.75,debit,bnpl,bnpl
Clearpay,4594 26SEP25      CLEARPAY          MANCHESTER GB,8.0,debit,bnpl,bnpl
Zilch,9403 14JUL25      ZILCH INSTALMENT  GB GB,22.1,debit,bnpl,bnpl
Klarna,Klarna*Klarna  ON 08 SEP BCC KLARNA*KLARNA,178.18,debit,bnpl,bnpl
Clearpay,Visa purchase CLEARPAY,2.32,debit,bnpl,bnpl
Clearpay,Clearpay,29.94,debit,bnpl,bnpl
Klarna,Klarna*OFFICE  ON 03 JUL CPM KLARNA*OFFICE,14.01,debit,footwear,bnpl
Zilch,Zilch Marks Spencer Plc,8.0,debit,department_store,bnpl
Clonard Cu,Direct debit CLONARD CU 950797 20051861,41.37,debit,credit_union_repayment,credit_union_repayment
Castle Community B Ac,CASTLE COMMUNITY B AC735145,98.06,debit,credit_union_repayment,credit_union_repayment
My Community,MY COMMUNITY BANK  AM227209 DDR,229.3,debit,credit_union_repayment,credit_union_repayment
Tpm Credit Union,United Kingdom Account - 7943craig bennett Tpm Credit Union - SortCodeAccountNumber: 98145060552060,18000.0,debit,unclassified_transfer,credit_union_repayment
Clonard Cu,CLONARD CU,290.0,debit,credit_union_repayment,credit_union_repayment
The Co-op Credit Union,THE CO-OP CREDIT U,13.94,debit,credit_union_repayment,credit_union_repayment
My Community,MY COMMUNITY BANK  AM699870 DDR,354.63,debit,credit_union_repayment,credit_union_repayment
Derrycu,Visa purchase WWW.DERRYCU.COM,100.0,debit,credit_union_repayment,credit_union_repayment
Clonard Cu,Direct debit CLONARD CU 950797 20051861,41.37,debit,credit_union_repayment,credit_union_repayment
The Co-op Credit Union,THE CO-OP CREDIT U,16.42,debit,credit_union_repayment,credit_union_repayment
Blantyre,BLANTYRE CREDIT UN,25.0,debit,credit_union_repayment,credit_union_repayment
My Community,MY COMMUNITY BANK AM894967,177.36,debit,credit_union_repayment,credit_union_repayment
Castle Community B Ac,CASTLE COMMUNITY B  AC986603 DDR,73.31,debit,credit_union_repayment,credit_union_repayment
Tpm Credit Union,United Kingdom Account - 7943craig bennett Tpm Credit Union - SortCodeAccountNumber: 98145060552060,2050.0,debit,unclassified_transfer,credit_union_repayment
My Community,MY COMMUNITY BANK,108.51,debit,credit_union_repayment,credit_union_repayment
My Community,MY COMMUNITY BANK AM545581,191.99,debit,credit_union_repayment,credit_union_repayment
My Community,MY COMMUNITY BANK  AM533867 DDR,361.85,debit,credit_union_repayment,credit_union_repayment
Nhs Cu,NHS CU,22.75,debit,credit_union_repayment,credit_union_repayment
Clonard Cu,Direct debit CLONARD CU 950797 20051861,41.37,debit,credit_union_repayment,credit_union_repayment
New Easterhouse Cr,NEW EASTERHOUSE CR                      5977 FLEMING,40.0,debit,credit_union_repayment,credit_union_repayment
,"BFA ACC SWITCH GLO FSCB840626B01F473B DF2528311215267700 BALANCE TRANSFER FSCB840626B01F473B,DF2528311215267700",5.27,credit,transfer_own_account,balance_transfer
,"MATHEW HOLCROFT FSCB840626B01946D3 00153425632HXXLDPH BALANCE TRANSFER FSCB840626B01946D3,00153425632HXXLDPH",141.69,credit,transfer_own_account,balance_transfer
,Chase (trading Name Of Jp Morgan Europe Ltd) Account Switch Balance Transfer,0.87,credit,transfer_own_account,balance_transfer
,"BFA ACC SWITCH GLO FSCB840626B01FC43B DF2528711269874100 BALANCE TRANSFER FSCB840626B01FC43B,DF2528711269874100",2.55,credit,transfer_own_account,balance_transfer
,"BFA ACC SWITCH GLO FSCB840626B01F473B DF2528311215267700 BALANCE TRANSFER FSCB840626B01F473B,DF2528311215267700",5.27,credit,transfer_own_account,balance_transfer
,"BFA ACC SWITCH GLO FSCB840626B0203B9B DF2529011345300300 BALANCE TRANSFER FSCB840626B0203B9B,DF2529011345300300",0.98,credit,transfer_own_account,balance_transfer
,Zempler Bank Limited Account Switch Balance Transfer,46.38,credit,transfer_own_account,balance_transfer
,Santander Uk Plc Account Switch Balance Transfer,0.5,credit,transfer_own_account,balance_transfer
,Balance Transfer,1300.0,debit,balance_transfer,balance_transfer
Barclays,Barclays Bank Uk Plc Account Switch Balance Transfer,51.07,credit,transfer_own_account,balance_transfer
,The Co-operative Bank Plc Account Switch Balance Transfer,1983.05,credit,transfer_own_account,balance_transfer
,CASS RAJI R  BALANCE TRANSFER TFR,447.87,credit,transfer_own_account,balance_transfer
,Santander Uk Plc Account Switch Balance Transfer,0.61,credit,transfer_own_account,balance_transfer
,Lloyds Bank Plc Account Switch Balance Transfer,1707.06,credit,transfer_own_account,balance_transfer
,CASS WHITE C  BALANCE TRANSFER TFR,125.48,credit,transfer_own_account,balance_transfer
,Balance Transfer,1500.0,debit,balance_transfer,balance_transfer
,CASS RENDER S  BALANCE TRANSFER TFR,874.65,credit,transfer_own_account,balance_transfer
,"DOUGLAS GEORGE DEN FSCB840626B01BFFBD 250805060129710038 BALANCE TRANSFER FSCB840626B01BFFBD,250805060129710038",1910.47,credit,transfer_p2p,balance_transfer
Virgin Money,Virgin Money (28 Clydesdale Bank) Account Switch Balance Transfer,9.46,credit,transfer_own_account,balance_transfer
National Westminster Bank,National Westminster Bank Plc Account Switch Balance Transfer,65.73,credit,transfer_own_account,balance_transfer
Suzanne Draper Loan,Suzanne Draper    loan,50.0,debit,loan_repayment_manual,loan_repayment_manual
H Khuhendranath Loan,H KHUHENDRANATH   LOAN              VIA MOBILE - PYMT FP 13/07/25 10    26214205775280000R,10.0,debit,loan_repayment_manual,loan_repayment_manual
P Dixon Loan,P DIXON  LOAN FT,40.0,debit,loan_repayment_manual,loan_repayment_manual
Nicolas Hallifax Loan,NICOLAS HALLIFAX  LOAN              VIA MOBILE - PYMT FP 19/08/25 10    58135212021291000N,150.0,debit,loan_repayment_manual,loan_repayment_manual
M B Fellingham,M B FELLINGHAM  DEBT FT,20.0,debit,loan_repayment_manual,loan_repayment_manual
Spag,Spag33 limited / ref: Cait,511.0,debit,transfer_p2p,loan_repayment_manual
Holli Murphy Loan,holli murphy                             loan,10.0,debit,loan_repayment_manual,loan_repayment_manual
Holli Murphy Loan,holli murphy                             loan,20.0,debit,loan_repayment_manual,loan_repayment_manual
P Dixon Loan,P DIXON  LOAN FT,40.0,debit,loan_repayment_manual,loan_repayment_manual
Spag,Spag33 limited / ref: Loan,200.0,debit,loan_repayment_manual,loan_repayment_manual
Miss Zoeann Sharples Lend,miss zoeann sharples                     lend,30.0,debit,loan_repayment_manual,loan_repayment_manual
Samantha Stirling Loan,SAMANTHA STIRLING LOAN              VIA MOBILE - PYMT FP 11/09/25 10    48213933560107000R,30.0,debit,loan_repayment_manual,loan_repayment_manual
Leo Edwards Debt,LEO EDWARDS  DEBT FT,20.0,debit,loan_repayment_manual,loan_repayment_manual
Jade Burrell Lend Ft,JADE BURRELL  LEND FT,5.0,debit,loan_repayment_manual,loan_repayment_manual
Spag,Spag33 limited / ref: Stephen,89.0,debit,transfer_p2p,loan_repayment_manual
Paige Jeffries Lend Ft,PAIGE JEFFRIES  LEND FT,5.0,debit,loan_repayment_manual,loan_repayment_manual
Keith Dixon Loan,KEITH DIXON       LOAN              VIA MOBILE - PYMT FP 31/07/25 10    63125007883220000N,100.0,debit,loan_repayment_manual,loan_repayment_manual
H Khuhendranath Loan,H KHUHENDRANATH   LOAN              VIA MOBILE - PYMT FP 21/07/25 10    04145515323885000R,2.0,debit,loan_repayment_manual,loan_repayment_manual
Leo Edwards Debt,LEO EDWARDS  DEBT FT,20.0,debit,loan_repayment_manual,loan_repayment_manual
Paige Jeffries Lend Ft,PAIGE JEFFRIES  LEND FT,163.0,debit,loan_repayment_manual,loan_repayment_manual
,"SARWAT SIDDIQ LOAN REPAYMENT YBBPI1418074010201 LOAN REPAYMENT,YBBPI1418074010201",50.0,credit,transfer_p2p,loan_repayment_dd
Cambrian Credit Union,98WRV3K Cambrian Credit Union,15.0,debit,credit_union_repayment,loan_disbursement
Cambrian Credit Union,98WRV3K Cambrian Credit Union,15.0,debit,credit_union_repayment,loan_disbursement
Cambrian Credit Union,98WRV3K Cambrian Credit Union,15.0,debit,credit_union_repayment,loan_disbursement
Curve,Crv*curve Subscription,17.99,debit,financial_services_other,financial_services_other
Curve,CURVE  ON 05 OCT CPM,11.4,debit,payment_intermediary,financial_services_other
Elfin Market,Direct debit ELFIN MARKET 304065 00009222,2.36,debit,revolving_credit_repayment,financial_services_other
Curve,CRV*EXPERIAN Curve,14.99,debit,credit_reporting_service,financial_services_other
Elfin Market,Elfin Market PRQ00096S1VF8TM,25.0,debit,revolving_credit_repayment,financial_services_other
Curve,CURVE  ON 05 OCT CPM,5.75,debit,payment_intermediary,financial_services_other
Curve,CURVE  ON 16 AUG CPM,7.2,debit,payment_intermediary,financial_services_other
Fe Fundinfo,FE FUNDINFO UK LTDGPX54ZB,195.0,debit,financial_services_other,financial_services_other
Curve,CRV*Curve subscription,17.99,debit,financial_services_other,financial_services_other
Fe Fundinfo,FE FUNDINFO UK LTDGPX54ZB,195.0,debit,financial_services_other,financial_services_other
Curve,CRV*APPLE.COM BILL Curve,16.99,debit,software,financial_services_other
Elfin Market,Elfin Market PRQ0008X229K3GF,10.0,debit,revolving_credit_repayment,financial_services_other
Curve,CRV*Curve subscription,17.99,debit,financial_services_other,financial_services_other
Curve,CRV*Clearpay Curve,18.31,debit,bnpl,financial_services_other
Curve,CRV*Curve subscription,17.99,debit,financial_services_other,financial_services_other
Fe Fundinfo,FE FUNDINFO UK LTDGPX54ZB,195.0,debit,financial_services_other,financial_services_other
Curve,CURVE  ON 30 AUG CPM,18.5,debit,payment_intermediary,financial_services_other
Elfin Market,ELFIN MARKET ELFIN-MT76A19OK,232.27,debit,revolving_credit_repayment,financial_services_other
Curve,CRV*Curve subscrip  ON 01 OCT BCC CRV*CURVE SUBSCRIPTION,9.99,debit,financial_services_other,financial_services_other
Curve,CRV*PAYPAL *SPORTEY CD Curve,5.22,debit,payment_intermediary,financial_services_other
Premfina,DDI000187454 Premfina,22.35,debit,loan_repayment_other,loan_repayment_other
Premfina,DDI000139137 Premfina,33.05,debit,loan_repayment_other,loan_repayment_other
Premfina,PREMFINA LIMITED Premfina,110.22,debit,loan_repayment_other,loan_repayment_other
Premfina,000253864 Premfina,526.58,debit,loan_repayment_other,loan_repayment_other
Premfina,000253864 Premfina,526.58,debit,loan_repayment_other,loan_repayment_other
Premfina,000618808 Premfina,103.26,debit,loan_repayment_other,loan_repayment_other
Premfina,000253864 Premfina,526.58,debit,loan_repayment_other,loan_repayment_other
Creditspring,CREDITSPRING 2FD9GJK,28.0,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,Creditspring - SortCodeAccountNumber: 16222410135836,33.35,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,"DIRECT DEBIT PAYMENT TO CREDITSPRING REF BJF9FN3, MANDATE NO 0024",7.0,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,CREDITSPRING 3SETZA5,166.66,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,CREDITSPRING,28.0,debit,personal_loan_repayment,personal_loan_repayment
118 118 Money,4231 19JUN25      118 MONEY CREDIT  LONDON GB,110.0,debit,payday_loan,payday_loan
Creditspring,CREDITSPRING,33.33,debit,personal_loan_repayment,personal_loan_repayment
Lending Stream,LENDING STREAM,24.06,debit,payday_loan,payday_loan
Lending Stream,Lending Stream,96.45,debit,payday_loan,payday_loan
Creditspring,To Creditspring - V6FZBSQ,33.33,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,CREDITSPRING,7.0,debit,personal_loan_repayment,personal_loan_repayment
118 118 Money,4231 24JUN25      118 MONEY CREDIT  LONDON GB,5.0,debit,payday_loan,payday_loan
Creditspring,CREDITSPRING FMHP6VT,166.66,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,Creditspring,100.0,debit,personal_loan_repayment,personal_loan_repayment
118 118 Money,118 MONEY LOAN  ON 29 JUL BCC,5340.28,debit,payday_loan,payday_loan
118 118 Money,118 MONEY CREDIT,60.0,debit,payday_loan,payday_loan
118 118 Money,"BILL PAYMENT VIA FASTER PAYMENT TO 118 118 MONEY REFERENCE XXXXXXXXXXXX8814 , MANDATE NO 14",7.0,debit,payday_loan,payday_loan
Creditspring,Direct debit CREDITSPRING 162224 10135836,20.0,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,Creditspring - SortCodeAccountNumber: 16222410135836,20.0,debit,personal_loan_repayment,personal_loan_repayment
Creditspring,CREDITSPRING,20.0,debit,personal_loan_repayment,personal_loan_repayment
Converters,Cash Converters,180.0,debit,pawnbroker,pawnbroker
Converters,CASH CONVERTERS YORKSH CD 4104,79.5,debit,pawnbroker,pawnbroker
Converters,CASH CONVERTERS,64.99,debit,pawnbroker,pawnbroker
Cash Convert Ers Lancas Blackpool,CASH CONVERTERS LANCAS Cash Converters Lancas Blackpool,14.99,debit,pawnbroker,pawnbroker
Zilch,Zilch Cash Converters from Empire  Pot,62.56,debit,pawnbroker,pawnbroker
Cash Convert Ers Hanley,CASH CONVERTERS HA,66.25,debit,pawnbroker,pawnbroker
Ramsdens,3396 01JUL25      RAMSDENS FINANCIALLTD               CLEVELAND GB,15.0,debit,pawnbroker,pawnbroker
Cash Convert Ers,CASH CONVERTERS  ON 02 AUG CPM,200.0,debit,pawnbroker,pawnbroker
Cash Convert Ers,CASH CONVERTERS,16.81,debit,pawnbroker,pawnbroker
Converters,Cash Converters,7.21,debit,pawnbroker,pawnbroker
Cashconverters Dartford,Cashconverters Dartfor,490.25,debit,pawnbroker,pawnbroker
Converters,Cash Converters,2.65,debit,pawnbroker,pawnbroker
Ramsdens,RAMSDENS  ON 08 SEP CPM RAMSDENS FINANCIAL LTD,64.83,debit,pawnbroker,pawnbroker
H&t Peterborough,H&T PETERBOROUGH  ON 27 JUN BCC,1000.0,debit,pawnbroker,pawnbroker
Converters,Cash Converters,1.5,debit,pawnbroker,pawnbroker
Converters,Cash Converters,5.39,debit,pawnbroker,pawnbroker
Ramsdens,RAMSDENS FINANCIAL CD 0614,552.8,debit,pawnbroker,pawnbroker
Ramsdens,RAMSDENS FINANCIAL Ramsdens Financial Great Britai Gbr,206.51,debit,pawnbroker,pawnbroker
Cash Convert Ers,CASH CONVERTERS,75.0,debit,pawnbroker,pawnbroker
H&t Peterborough,H&T PETERBOROUGH  ON 05 JUL BCC,1000.0,debit,pawnbroker,pawnbroker
,Cash Advance,80.0,credit,cash_advance,cash_advance
,Cash Advance,10.0,credit,cash_advance,cash_advance
,Cash Advance,10.0,credit,cash_advance,cash_advance
,Cash Advance,20.0,credit,cash_advance,cash_advance
,Cash Advance,40.0,credit,cash_advance,cash_advance
,Cash Advance,30.0,credit,cash_advance,cash_advance
,Cash Advance,60.0,credit,cash_advance,cash_advance
,Cash Advance,40.0,credit,cash_advance,cash_advance
,Cash Advance,10.0,credit,cash_advance,cash_advance
,Cash Advance,20.0,credit,cash_advance,cash_advance
,Cash Advance,81.9,credit,cash_advance,cash_advance
,Cash Advance,230.0,credit,cash_advance,cash_advance
,Cash Advance,20.0,credit,cash_advance,cash_advance
,Cash Advance,20.0,credit,cash_advance,cash_advance
,Cash Advance,40.0,credit,cash_advance,cash_advance
,Cash Advance,60.0,credit,cash_advance,cash_advance
,Cash Advance,60.0,credit,cash_advance,cash_advance
,Cash Advance,20.0,credit,cash_advance,cash_advance
,Cash Advance,50.0,credit,cash_advance,cash_advance
,Cash Advance,5.0,credit,cash_advance,cash_advance
Lowell Financial,LOWELL PORTFOLIO 1 00027226860804,2.0,debit,debt_collection,debt_collection
Lowell Financial,Direct debit LOWELL PORTFOLIO 1 600001 39543749,3.0,debit,debt_collection,debt_collection
Intrum Uk Co,INTRUM UK  CO/11482346 DDR,1.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1                    REFERENCE:   00020621432204,10.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1  00047518440404 DDR Lowell Group,2.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO I 00026151780904,10.0,debit,debt_collection,debt_collection
Cent Rec Group,Direct debit CENT REC GROUP DD 607080 10027416,28.13,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1 00045623750204,10.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1,2.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO I 00017809867904,2.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO I                    REFERENCE:   00015536974704,1.25,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1,5.0,debit,debt_collection,debt_collection
Lowell Financial,Lowell Portfolio 1 - SortCodeAccountNumber: 60000149130080,10.0,debit,debt_collection,debt_collection
Credit Resource Solutions (CSR),Credit Resource Solutions,2.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1  00026890318404 DDR,10.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO I,10.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1 00033217898704,20.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO I  00020689527804 DDR,1.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO I                    REFERENCE:   00044182012304,10.0,debit,debt_collection,debt_collection
Lowell Financial,LOWELL PORTFOLIO 1 00046399907804,50.0,debit,debt_collection,debt_collection
Stirling Park Llp,PENDING STIRLING PARK LLP,62.5,debit,debt_enforcement,debt_enforcement
Dukes Bailiffs,Visa purchase DUKES BAILIFFS,152.0,debit,debt_enforcement,debt_enforcement
Bailiff Mini Market,Contactless Payment BAILIFF MINI MARKET APPLEPAY 2800,1.5,debit,convenience_store,debt_enforcement
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO DUKES BAILIFFS LIMITED REFERENCE 1572701 SANTANDER REFERENCE E12B69575F8F426F8D,94.17,debit,debt_enforcement,debt_enforcement
Cder Group LTD,Account - OB7245134 CDER Group Ltd - SortCodeAccountNumber: 60800158574522,274.0,debit,debt_enforcement,debt_enforcement
Scott & Co Llp,SCOTT & CO LLP,10.0,debit,debt_enforcement,debt_enforcement
Scott & Co Llp,SCOTT & CO LLP,10.0,debit,debt_enforcement,debt_enforcement
,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO DUKES BAILIFFS LIMITED REFERENCE 1572701 SANTANDER REFERENCE D9F735D647F0439FA6,50.0,debit,debt_enforcement,debt_enforcement
Scott & Co Llp,SCOTT & CO LLP,5.0,debit,debt_enforcement,debt_enforcement
High Court,HIGH COURT WRIT RE  ON 29 AUG BCC,100.0,debit,debt_enforcement,debt_enforcement
Dukes Bailiffs,Dukes Bailiffs Limited 1545947,204.0,debit,debt_enforcement,debt_enforcement
Scott & Co,SCOTT & CO (SCOTLA,40.0,debit,debt_enforcement,debt_enforcement
Scott & Co Llp,SCOTT & CO LLP,150.0,debit,debt_enforcement,debt_enforcement
,FASTER PAYMENTS RECEIPT REF.BAILIFF COSTS FROM LEGACY RESTORATION (SOUTH WEST) LIMITED,72.0,credit,refund_received,debt_enforcement
Bailiff Mini Market,Contactless Payment BAILIFF MINI MARKET APPLEPAY 2800,1.5,debit,convenience_store,debt_enforcement
Scott & Co Llp,SCOTT & CO LLP,10.0,debit,debt_enforcement,debt_enforcement
Scott & Co,SCOTT & CO (SCOTLA,327.27,debit,debt_enforcement,debt_enforcement
Scott & Co Llp,SCOTT & CO LLP,10.0,debit,debt_enforcement,debt_enforcement
Stirling Park Llp,PENDING STIRLING PARK LLP,35.5,debit,debt_enforcement,debt_enforcement
Dukes Bailiffs,DUKES BAILIFFS,200.0,debit,debt_enforcement,debt_enforcement
Dwp Debt Management,6461 26JUN25      DWP DEBT          MANAGEMENT        BLACKPOOL GB,135.3,debit,debt_collection,debt_management_plan
Dwp Debt Management,CENT REC GROUP DD  JH755018C DDR DWP Debt Management,25.0,debit,debt_collection,debt_management_plan
Dwp Debt Management,DWP DEBT MANAGEMEN,22.0,debit,debt_collection,debt_management_plan
Dwp Debt Management,CENT REC GROUP DD  JW190220A DDR DWP Debt Management,10.0,debit,debt_collection,debt_management_plan
Payplan Bespoke Solutions,Payplan Bespoke Solutions 14254531,175.0,debit,debt_management_plan,debt_management_plan
Fresh Start Insolv,FRESH START INSOLV  V39WEKH DDR,118.0,debit,debt_management_plan,debt_management_plan
Creditfix,CREDITFIX,100.0,debit,debt_management_plan,debt_management_plan
Dwp Debt Management,DWP DEBT MANAGEMENT Dwp Debt Management,7.0,debit,debt_collection,debt_management_plan
National Debt Reli,NATIONAL DEBT RELI D36344,80.0,debit,debt_management_plan,debt_management_plan
Dwp Debt Management,DWP DEBT MANAGEMEN,30.56,debit,debt_collection,debt_management_plan
Step Change,UK Account - 3395086 Step Change - SortCodeAccountNumber: 20484670238163,232.0,debit,debt_management_plan,debt_management_plan
J3 Debt Solutions,J3 DEBT SOLUTIONS,355.0,debit,debt_management_plan,debt_management_plan
Dwp Debt Management,Dwp Debt Management,21.0,debit,debt_collection,debt_management_plan
Dwp Debt Management,CENT REC GROUP DD  PA185851D DDR DWP Debt Management,50.0,debit,debt_collection,debt_management_plan
Dwp Debt Management,CENT REC GROUP DD  JW082783D DDR DWP Debt Management,50.0,debit,debt_collection,debt_management_plan
Step Change,UK Account - 3395086 Step Change - SortCodeAccountNumber: 20484670238163,245.0,debit,debt_management_plan,debt_management_plan
Dwp Debt Management,DWP DEBT MANAGEMEN,153.25,debit,debt_collection,debt_management_plan
Dwp Debt Management,CENT REC GROUP DD  JW944365B DDR DWP Debt Management,19.2,debit,debt_collection,debt_management_plan
Dwp Debt Management,Dwp Debt Management,156.25,debit,debt_collection,debt_management_plan
Dwp Debt Management,CENT REC GROUP DD  JZ214391D DDR DWP Debt Management,5.0,debit,debt_collection,debt_management_plan
,June overdraft fees,0.48,debit,overdraft_arranged,overdraft_unarranged
,June overdraft fees,13.24,debit,overdraft_arranged,overdraft_unarranged
,September overdraft fees,1.11,debit,overdraft_arranged,overdraft_unarranged
