merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
capital resolve,debt_collection,accepted_tiebreak,loan_repayment_dd,debt_collection,0.75,debt_collection,high_cost_distress_credit,79
cabot fin europe,debt_collection,accepted,debt_collection,debt_collection,0.85,,high_cost_distress_credit,79
mom mom,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,79
newman ocholi,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,79
k williams monthly,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,79
wal,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,79
delaware north wembley,catering,accepted_tiebreak,catering,restaurant_cafe,0.6,catering,eating_drinking_out,79
zooplus,pet_supplies,auto_accept,pet_supplies,pet_supplies,0.9,,pets,79
merlin annual pass,memberships,accepted,memberships,memberships,0.75,,entertainment_leisure,79
premium credit,insurance_general,accepted_tiebreak,retail_finance_repayment,insurance_general,0.7,insurance_general,insurance,79
ben,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,79
heart bingo gibraltar,gambling_bingo,auto_accept,gambling_bingo,gambling_bingo,0.9,,gambling,79
kingsley aboagye,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,79
arnold clark,vehicle_servicing,accepted_tiebreak,vehicle_servicing,vehicle_maintenance,0.6,vehicle_servicing,transport_motoring,79
payment-assistmelton,personal_loan_repayment,accepted_general,personal_loan_repayment,personal_loan_repayment,0.6,retail_finance_repayment,credit_loan_repayments,79
wallis,transfer_p2p,accepted_tiebreak,clothing_womens,transfer_p2p,0.5,transfer_p2p,transfers,79
vans,footwear,accepted,footwear,footwear,0.7,,clothing_personal_care,79
pure beak,unclassified_other,abstain_residual,takeaway,restaurant_cafe,0.5,unclassified_other,unclassified,79
swrailwayselfserve,public_transport_rail_coach,auto_accept,public_transport_rail_coach,public_transport_rail_coach,0.9,,transport_motoring,79
j campbell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,79
moise state,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,79
beatport llc.,unclassified_other,abstain_residual,music_other,music_other,0.6,streaming,unclassified,79
glasgo cabs,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.75,,transport_motoring,79
together,rent,accepted_tiebreak,loan_repayment_dd,rent,0.6,rent,housing,79
citybus limit,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.8,,transport_motoring,79
sinnott ka,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,79
rojalpark express,unclassified_other,abstain_residual,taxi_rideshare,taxi_rideshare,0.4,convenience_store,unclassified,79
the local,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.45,pub_bar,eating_drinking_out,79
milton keynes onstr,car_parking,accepted_tiebreak,car_parking,public_transport_rail_coach,0.55,car_parking,transport_motoring,79
ryan bromage & jessica reis,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,79
hiren kantilal,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,79
moron,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,79
lser connect ecom,public_transport_rail_coach,accepted_tiebreak,public_transport_rail_coach,public_transport_rail_coach,0.5,public_transport_rail_coach,transport_motoring,79
hampton ale house,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,79
sam's convenience stor,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,79
paydeal-uk,unclassified_other,abstain_residual,payment_intermediary,insurance_general,0.4,unclassified_other,unclassified,78
jordan broad pi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,78
jumoke olagunju,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,78
thandis,unclassified_other,abstain_residual,taxi_rideshare,car_parking,0.4,convenience_store,unclassified,78
k mckenzie,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
e tonks,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
catherine cross,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
clp,unclassified_other,abstain_residual,groceries,convenience_store,0.6,unclassified_card_spend,unclassified,78
dragon inn,takeaway,accepted_tiebreak,takeaway,takeaway,0.6,takeaway,eating_drinking_out,78
g dd g nw via,unclassified_other,abstain_residual,unclassified_other,transfer_p2p,0.5,unclassified_transfer,unclassified,78
michelle mills danny,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
cre,personal_loan_repayment,accepted_tiebreak,personal_loan_repayment,personal_loan_repayment,0.65,personal_loan_repayment,credit_loan_repayments,78
anakatech interactiv,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,78
terence simms,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
michael finlay,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
kaspa's,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.8,restaurant_cafe,eating_drinking_out,78
dental practice,dentist,auto_accept,dentist,dentist,0.9,,health_medical,78
cadbury,days_out,accepted_tiebreak,confectionary,days_out,0.6,days_out,entertainment_leisure,78
scott & co llp,debt_enforcement,human_reviewed,unclassified_other,debt_collection,0.75,debt_enforcement,high_cost_distress_credit,78
miller & carter,restaurant_cafe,auto_accept,restaurant_cafe,restaurant_cafe,0.9,,eating_drinking_out,78
ancestry.co.uk,genealogy_services,auto_accept,genealogy_services,genealogy_services,0.9,,digital_subscriptions_services,78
webflow,web_services,accepted,web_services,web_services,0.85,,digital_subscriptions_services,78
joshua griffiths,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,78
joseph vanstien joseph,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,77
toby,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,77
london overground sst,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.85,,transport_motoring,77
san hamhill store,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,77
lucky food,convenience_store,accepted_tiebreak,groceries,convenience_store,0.65,convenience_store,groceries_household_essentials,77
pracy s convenience store,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,77
daisy pate,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,77
jsk services wheaton,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.45,takeaway,eating_drinking_out,77
seaview convenience stor,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,77
anthony s,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.5,transfer_p2p,transfers,77
me group,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,77
tickets,sports_tickets,accepted_general,sports_tickets,sports_tickets,0.4,entertainment_other,entertainment_leisure,77
mb ltd,unclassified_other,abstain_residual,unclassified_other,clothing_general,0.4,unclassified_card_spend,unclassified,77
huseyin karabay,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,77
instron baxter st,unclassified_other,abstain_residual,public_transport_rail_coach,unclassified_other,0.3,unclassified_card_spend,unclassified,77
city mini market,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,77
essentials,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.45,convenience_store,groceries_household_essentials,77
cd next retail,clothing_general,accepted_tiebreak,retail_finance_repayment,clothing_general,0.6,clothing_general,clothing_personal_care,77
elmford ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,77
pav revoult bubu,unclassified_other,abstain_residual,unclassified_other,transfer_p2p,0.55,transfer_own_account,unclassified,77
frasers,retail_finance_repayment,accepted_tiebreak,retail_finance_repayment,retail_finance_repayment,0.5,retail_finance_repayment,credit_loan_repayments,76
liv young trading,clothing_general,accepted_tiebreak,retail_small_independent,clothing_general,0.45,clothing_general,clothing_personal_care,76
gbp bills,unclassified_other,abstain_residual,unclassified_other,transfer_bank_unspecified,0.4,unclassified_transfer,unclassified,76
uno bus,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.8,,transport_motoring,76
funding,payment_intermediary,accepted_tiebreak,transfer_bank_unspecified,payment_intermediary,0.55,payment_intermediary,general_retail_marketplaces,76
eleven eleven gaming,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,76
thesnackboxvendin,confectionary,accepted_tiebreak,convenience_store,confectionary,0.55,confectionary,groceries_household_essentials,76
mr tristan chandle,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,76
mr mark,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,76
aaron james,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,76
c robinson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,76
cd counter solutions,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,76
f halliday,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,76
mr k,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,76
mr s matu,transfer_p2p,accepted_tiebreak,transfer_p2p,restaurant_cafe,0.4,transfer_p2p,transfers,76
gale street market ltd,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,76
the milliner,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.45,pub_bar,eating_drinking_out,76
bethany jepson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,76
cd tamar,tolls,accepted,tolls,tolls,0.75,,transport_motoring,76
k jerrard,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,76
smart insurance,insurance_general,accepted_tiebreak,insurance_general,insurance_general,0.65,insurance_general,insurance,76
vape club ltd,vaping,auto_accept,vaping,vaping,0.9,,groceries_household_essentials,76
wilkes vending service,confectionary,accepted_tiebreak,convenience_store,confectionary,0.6,confectionary,groceries_household_essentials,76
caitriona,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,76
michael woodham mine,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,76
mcmeechan,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,76
clearhilluk,unclassified_other,abstain_residual,health_beauty_general,skin_hair_care,0.55,confectionary,unclassified,75
ee home bill payments,broadband_tv_phone,accepted_tiebreak,broadband_tv_phone,mobile_phone_contract,0.85,broadband_tv_phone,utilities_household_bills,75
northwest vending,confectionary,accepted_tiebreak,convenience_store,confectionary,0.6,confectionary,groceries_household_essentials,75
hiscox under,insurance_general,accepted,insurance_general,insurance_general,0.8,,insurance,75
the fleece,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,75
c simply local,convenience_store,accepted_tiebreak,restaurant_cafe,convenience_store,0.6,convenience_store,groceries_household_essentials,75
b taylor,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,75
welcome bromham,convenience_store,accepted_tiebreak,convenience_store,pub_bar,0.6,convenience_store,groceries_household_essentials,75
the freemasons arms,pub_bar,accepted,pub_bar,pub_bar,0.7,,eating_drinking_out,75
peter gardner money,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,75
e h booth & co,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,75
alfie taylor,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,75
victoria market ltdiss,groceries,accepted_tiebreak,groceries_specialist,groceries,0.6,groceries,groceries_household_essentials,75
savannah,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,75
evri,delivery_courier,accepted,delivery_courier,delivery_courier,0.85,,general_retail_marketplaces,75
cd go local,convenience_store,accepted_tiebreak,restaurant_cafe,convenience_store,0.55,convenience_store,groceries_household_essentials,75
google google one,software,accepted,software,software,0.75,,digital_subscriptions_services,75
premier garthdee cd,unclassified_other,abstain_residual,retail_small_independent,convenience_store,0.5,groceries,unclassified,75
nene training,gym_fitness,accepted_tiebreak,gym_fitness,gym_fitness,0.65,gym_fitness,health_medical,75
comewel,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,75
k.t.o.,gambling_unspecified,accepted_tiebreak,gambling_casino,gambling_unspecified,0.55,gambling_unspecified,gambling,75
spring,returned_payment,human_reviewed,payday_loan,payday_loan,0.65,returned_payment,fees_charges,75
colclough sj,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,75
adam morris,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,75
brit snr insurance,insurance_general,accepted_tiebreak,insurance_general,insurance_general,0.6,insurance_general,insurance,75
polly pol,unclassified_recurring,accepted_tiebreak,unclassified_other,unclassified_recurring,0.4,unclassified_recurring,unclassified,75
the good eatin,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,75
fresh fields market,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,75
pc simply business,insurance_general,accepted_tiebreak,insurance_general,insurance_general,0.6,insurance_general,insurance,74
s birch,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
the grocery,groceries,accepted_tiebreak,groceries,groceries,0.55,groceries,groceries_household_essentials,74
novuna,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.75,,credit_loan_repayments,74
savvy.co.uk,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.7,,credit_loan_repayments,74
miss cydnee j walm,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
cd elite,fuel,accepted_tiebreak,fuel,fuel,0.55,fuel,transport_motoring,74
steven stirling,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
hutchison 3g uk,mobile_phone_contract,auto_accept,mobile_phone_contract,mobile_phone_contract,0.92,,utilities_household_bills,74
laura needs,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
uw ppm top up,energy,accepted_tiebreak,prepaid_card,energy,0.65,energy,utilities_household_bills,74
buckpool minimarket,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,74
caroline allen,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,74
callum,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
brian duncan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
moransretail,retail_other,accepted_general,retail_other,retail_other,0.4,retail_small_independent,general_retail_marketplaces,74
danielle john,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,74
lancashire competition,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.55,prize_competitions,gambling,74
domis,retail_small_independent,accepted_tiebreak,retail_other,retail_small_independent,0.35,retail_small_independent,general_retail_marketplaces,74
credit engine,unclassified_other,abstain_residual,financial_services_other,personal_loan_repayment,0.55,credit_reporting_service,unclassified,73
the lounges,pub_bar,accepted,pub_bar,pub_bar,0.7,,eating_drinking_out,73
close brothers ltd,retail_finance_repayment,accepted_tiebreak,retail_finance_repayment,personal_loan_repayment,0.6,retail_finance_repayment,credit_loan_repayments,73
mr steven d minty,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,73
olivecateringservi,catering,accepted_tiebreak,catering,catering,0.6,catering,eating_drinking_out,73
joint,transfer_own_account,accepted_tiebreak,transfer_own_account,transfer_own_account,0.5,transfer_own_account,transfers,73
bwin,gambling_casino,accepted,gambling_casino,gambling_casino,0.85,,gambling,73
wishing tree stores,unclassified_other,abstain_residual,retail_small_independent,retail_other,0.4,convenience_store,unclassified,73
kingsbury super,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,73
n doyle,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,73
gibbon news market,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,73
flix,streaming,accepted_tiebreak,streaming,streaming,0.55,streaming,digital_subscriptions_services,73
vape shop,vaping,accepted,vaping,vaping,0.8,,groceries_household_essentials,73
ann jones pv,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,73
tata steel sports port ta,sports_participation,accepted_tiebreak,sports_participation,sports_participation,0.5,sports_participation,entertainment_leisure,73
deposit with dream vegas,gambling_casino,accepted,gambling_casino,gambling_casino,0.85,,gambling,73
indresestak,payment_intermediary,accepted_tiebreak,payment_intermediary,unclassified_other,0.4,payment_intermediary,general_retail_marketplaces,73
ashley jones ash ft,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,73
premier bradymead,groceries,accepted_tiebreak,groceries,convenience_store,0.55,groceries,groceries_household_essentials,73
jack becque,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,73
jaroslav vano,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,73
nutrition geeks,supplements,accepted_tiebreak,supplements,supplements,0.6,supplements,health_medical,73
debt & revenue service,debt_collection,accepted,debt_collection,debt_collection,0.75,,high_cost_distress_credit,73
angie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,73
gaming,prize_competitions,human_reviewed,gaming_online,gambling_unspecified,0.5,prize_competitions,gambling,73
orchard food,groceries,accepted_tiebreak,groceries,groceries,0.55,groceries,groceries_household_essentials,73
co op food,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,73
oliwer je,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,73
build-a-bear,toys,auto_accept,toys,toys,0.9,,general_retail_marketplaces,73
mum mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,73
debden store,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,73
mersey gateway,tolls,accepted,tolls,tolls,0.85,,transport_motoring,73
cd premier,groceries,accepted_tiebreak,groceries,convenience_store,0.5,groceries,groceries_household_essentials,73
toyota financial,car_finance_repayment,auto_accept,car_finance_repayment,car_finance_repayment,0.9,,credit_loan_repayments,73
www.gov.uk pay-dartford,tolls,accepted,tolls,tolls,0.8,,transport_motoring,73
vetsuccess,veterinary,accepted,veterinary,veterinary,0.75,,pets,73
bumper.co.uk,retail_finance_repayment,human_reviewed,car_finance_repayment,retail_finance_repayment,0.7,vehicle_servicing,credit_loan_repayments,72
first west,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.7,,transport_motoring,72
mr b mrs,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,72
target,retail_other,accepted_tiebreak,retail_other,unclassified_other,0.4,retail_other,general_retail_marketplaces,72
cd fox & crown,pub_bar,accepted,pub_bar,pub_bar,0.85,,eating_drinking_out,72
clete griffiths,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,72
tu clothing,clothing_general,accepted,clothing_general,clothing_general,0.85,,clothing_personal_care,72
najabat khan,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,72
ariana mini superstore,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,72
peter hetherington,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,72
warrens bakery,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,72
napo pet insurance,insurance_pet,auto_accept,insurance_pet,insurance_pet,0.9,,pets,72
emma jones,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,72
kirklees council,council_tax,accepted,council_tax,council_tax,0.8,,council_tax_government,72
loqbox save,savings_transfer,accepted,savings_transfer,savings_transfer,0.7,,savings_investments,72
standing,unclassified_other,abstain_confirmed,unclassified_other,transfer_bank_unspecified,0.5,unclassified_other,unclassified,72
mini,convenience_store,accepted_tiebreak,car_parking,convenience_store,0.6,convenience_store,groceries_household_essentials,72
luisa tardelli,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.6,transfer_p2p,transfers,72
beehive convenience store,convenience_store,auto_accept,convenience_store,convenience_store,0.9,,groceries_household_essentials,72
store,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,72
g franks,transfer_p2p,accepted_tiebreak,restaurant_cafe,transfer_p2p,0.65,transfer_p2p,transfers,72
sleafordian coaches,public_transport_rail_coach,accepted_tiebreak,public_transport_rail_coach,public_transport_rail_coach,0.6,public_transport_rail_coach,transport_motoring,72
j toothill,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,72
andrew brocklehurs,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,72
r bentinck,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,72
spar whiterock,groceries,accepted_tiebreak,groceries,convenience_store,0.85,groceries,groceries_household_essentials,72
j paterson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,72
faire wholesale uk lim,cash_and_carry,accepted_tiebreak,cash_and_carry,cash_and_carry,0.5,cash_and_carry,groceries_household_essentials,72
a strange,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,72
power leisure,gambling_betting,accepted_tiebreak,entertainment_other,gambling_betting,0.7,gambling_betting,gambling,72
church street minimarket,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,72
nicole smith,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,72
hmrc shipley,tax_payment,auto_accept,tax_payment,tax_payment,0.95,,council_tax_government,71
forester life,insurance_life,accepted,insurance_life,insurance_life,0.85,,insurance,71
scott grimmond,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,71
go local xtra,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,71
m coe,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,71
c pick and pay,groceries,accepted_general,groceries,groceries,0.55,convenience_store,groceries_household_essentials,71
lion garage,fuel,accepted_tiebreak,vehicle_servicing,fuel,0.55,fuel,transport_motoring,71
evology parking,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,71
horizon parking,car_parking,auto_accept,car_parking,car_parking,0.92,,transport_motoring,71
decorum vending,confectionary,accepted_tiebreak,confectionary,confectionary,0.5,confectionary,groceries_household_essentials,71
goshcc,charitable_donation,accepted,charitable_donation,charitable_donation,0.85,,charitable_political_giving,71
a hunter,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,71
uppal convenience stor,convenience_store,auto_accept,convenience_store,convenience_store,0.9,,groceries_household_essentials,71
kellie roachford mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,71
reynoldscateringsu,catering,accepted_tiebreak,catering,catering,0.55,catering,eating_drinking_out,71
harry eastwood,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,71
bristol airport,airport_spend,accepted_tiebreak,airport_spend,airport_spend,0.6,airport_spend,travel_holidays,71
ezee shop,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,71
cd the railway,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,71
carpatica,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,71
octopus electroverse,fuel,accepted_tiebreak,energy,fuel,0.72,fuel,transport_motoring,70
newsmarket,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,70
usworth wash,carwash,accepted,carwash,carwash,0.85,,transport_motoring,70
cd k and g super store,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,70
james robinson donna,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,70
sealy beds,bedding,accepted_tiebreak,bedding,unclassified_other,0.4,bedding,home_garden,70
insurance,insurance_general,accepted_tiebreak,insurance_general,insurance_general,0.65,insurance_general,insurance,70
my mango,public_transport_rail_coach,human_reviewed,unclassified_other,transfer_own_account,0.4,money_management_service,transport_motoring,70
g a jenkins food ft,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.55,groceries_specialist,groceries_household_essentials,70
curley s,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
recurrent,unclassified_recurring,accepted_tiebreak,unclassified_recurring,unclassified_recurring,0.6,unclassified_recurring,unclassified,70
close brothers,car_finance_repayment,accepted,car_finance_repayment,car_finance_repayment,0.75,,credit_loan_repayments,70
quay street premier,unclassified_other,abstain_residual,convenience_store,clothing_general,0.4,groceries,unclassified,70
barnbygate conveni,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,70
d rowbottom,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
prashant joshi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
shop,unclassified_other,abstain_residual,unclassified_other,convenience_store,0.4,retail_small_independent,unclassified,70
j hill,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
christopher john,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,70
ashley baker,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
boost juice,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,70
ballingry store,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,70
today's local,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,70
t cooper,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,70
mob miss caitlan bywat,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,70
coinadrink ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,70
starline competitions,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.6,prize_competitions,gambling,70
veezu cd,taxi_rideshare,accepted_tiebreak,unclassified_other,taxi_rideshare,0.55,taxi_rideshare,transport_motoring,70
n sultan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,70
