merchant_raw,description_raw,amount,direction,gold_leaf
Old Street Records Cafe,Old Street Records OLD STREET RECORDS     London        GBR,12.15,debit,restaurant_cafe
JonLoomer.com,jonloomer.com Jonloomer.com,77.28,debit,advertising_services
Jesvic Services,Contactless Payment JESVIC SERVICES,20.23,debit,fuel
Rokit,7256 05JUN25      KLARNA*ROKIT.CO.UKLONDON GB,18.98,debit,clothing_general
RAC Car Insurance,RAC FINANCIAL SERV,5.25,debit,insurance_motor
S&S Station Ltd,CARD PAYMENT TO S & S STATION LTD ON 05-10-2024,36.09,debit,fuel
Skipsea Sands,SKIPSEA SANDS CD 1003,5.99,debit,holiday_uk
Paratus AMC,PARATUS AMC LTD  488493005 BBP,86.0,debit,mortgage
Great Central Rail,"GREAT CENTRAL RAIL (VIA APPLE PAY), ON 09-03-2025",6.8,debit,public_transport_rail_coach
Keele Su Trading Limited,KEELE SU TRADING L KEELE SU TRADING LIMITED,10.8,debit,pub_bar
Avonmouth Local,1022 16MAY23 C    AVONMOUTH LOCAL   BRISTOL GB,5.48,debit,convenience_store
Quality Save,QUALITY SAVE LTD,4.07,debit,discount_store
Asda Living,5509 11SEP24 CD   ASDA LIVING       STORES4283        GLASGOW GB,43.95,debit,home_accessories
Vending 4 You Limited,VENDING 4 YOU LIMI VENDING 4 YOU LIMITED,1.1,debit,confectionary
TANDEM MF LTD,Direct Debit - First Payment TANDEM MF LTD ************5836,246.47,debit,car_finance_repayment
Fantasy League,K FIFIELD FANTASY LEAGUE ENT ************4383,30.0,credit,gambling_unspecified
Moon Under Water,Wetherspoon MOON UNDER WATER       LONDON        GBR,5.71,debit,pub_bar
LLF Games,LLF GAMES LIMITED,9.0,debit,games_puzzles
King Casino,0762 17AUG23      ASG KING CASINO   GIBRALTAR       GICREDIT,80.0,credit,gambling_unspecified
Four Oak Local Ltd,Four Oak Local Ltd Four Oak Local Ltd     Sutton Coldfi GBR,5.49,debit,convenience_store
Maidstone Borough Council Car Parking,MAIDSTONE BC PARKIMAIDSTONE,7.3,debit,car_parking
Monese,Monese Azeem Khan,50.0,debit,transfer_p2p
Dulux Decorator Centres,Dulux Decorator Ce  ON 27 JUN BCC,153.1,debit,home_improvement
AA Loans,AA LOANS,227.97,debit,personal_loan_repayment
21.co.uk,21.CO.UK MALTA ON 23 DEC BCC,10.0,debit,gambling_casino
Phonox,5228 15JUL23 CD   PHONOX            LONDON GB,33.0,debit,night_club
The Royal Borough of Windsor and Maidenhead,RBWM COUNCIL TAX,21.0,debit,council_tax
SafetyNet Credit,4377 12MAY23      SAFETYNET CREDIT  08001808400 GB,32.0,debit,payday_loan
Wynsors World of Shoes,WYNSORS WORLD OF S  ON 28 JAN CLP,7.0,debit,footwear
Clarins,CLARINS CHESHIRE OAKS CD 5251,42.5,debit,skin_hair_care
The Yorkshire Rose,YORKSHIRE ROSE CD 3277,33.43,debit,pub_bar
SecretSales,SECRETSALES.COM,26.99,debit,clothing_general
123 Jump,123 JUMP LIMITED,7.2,debit,days_out
Charfield Service Station,CHARFIELD SERVICE Charfield Service,19.77,debit,fuel
Blockchain.com ,Payment from Blockchain Access Uk Ltd,26.0,credit,crypto
Audio Technica,Audio-technica AUDIO-TECHNICA LTD     +************1441 GBR,7.21,debit,audio_equipment
Chaos.com,Sq *vape Chaos,10.0,debit,vaping
One Click,"DIRECT DEBIT PAYMENT TO ONE CLICK REF ODIO00005, MANDATE NO 0021",65.9,debit,insurance_general
Chicken George Jnr,9201 14AUG23 C    CHICKEN GEORGE    HULL GB,6.0,debit,takeaway
Irish Rail,Contactless Payment IRISH RAIL CORK BOOKI EUR 28.30000 at 1.1607 APPLEPAY 7242,24.38,debit,public_transport_rail_coach
Produkty Polskie,Produkty Polskie  Hounslow,8.8,debit,groceries_specialist
Tymit,TYMIT LIMITED  SW9624 FT,60.07,debit,credit_card_repayment
Fafabet,FAFABET,42.0,debit,gambling_betting
Bluestone Service Station,BLUESTONE SERVICE IMMINGHAM,36.26,debit,fuel
S&D Bookmakers,3352 11NOV23 CD   S&D BOOKMAKERS LTDPETERBOROUGH GB,20.0,debit,gambling_betting
Optibet,Optibet,88.73,debit,gambling_betting
TSB Mortgages,TSB MORTGAGES                            ************0000,150.0,debit,mortgage
Vsl Rudefood Limited,VSL RUDEFOOD LIMIT VSL RUDEFOOD LIMITED,1.5,debit,confectionary
City University of London,"City, University of London CITY UNIVERSITY",2339.29,credit,salary
Wrexham County Council,WREXHAM COUNTY BOR WREXHAM COUNTY BOROUGH,1.0,debit,government_services
BrandAlley,Klarna*brandalley,20.99,debit,clothing_general
Devitt Insurance,DEVITT INS SERVICE,14.01,debit,insurance_motor
Together Housing,CARD PAYMENT TO ALLPAY *TOGETHER HOUSI ON 27-03-2025,498.0,debit,rent
Caerphilly County Council,CAERPHILLY COUNTY CAERPHILLY COUNTY BOROUGH,1.4,debit,government_services
Better Borrow,BETTERBORROW,87.17,debit,personal_loan_repayment
PSA Finance UK LTD,PSA FINANCE UK LTD,415.09,debit,car_finance_repayment
Flying Horse Coffee,Flying Horse,7.0,debit,restaurant_cafe
Ardent Credit Services Ltd,ARDENTCREDIT.CO.UK,5.0,debit,debt_collection
Central Filling Station,CARD PAYMENT TO CENTRAL FILLING STATIO ON 02-09-2023,20.0,debit,fuel
Rodboro,The Rodboro Buildings Flex,28.53,credit,refund_received
Bresbet Ltd,bresbet.com bresbet.com            London        GBR,150.0,credit,gambling_unspecified
Almost Famous Burgers,Almost Famous Leed Almost Famous Leeds,47.69,debit,restaurant_cafe
Bury Metropolitan Borough Council,45691855 United Kingdom Account Bury MBC,143.0,debit,council_tax
Estrid,INT'L 0022851946  ESTRID.COM        STOCKHOLM,9.95,debit,skin_hair_care
Easy Hours,6182 28APR24 CD   EASY HOURS        BRIGHTON GB,1.79,debit,convenience_store
The Golden Lion,The Golden Lion The Golden Lion        Stevenage     GBR,11.6,debit,pub_bar
A2B Radio Cars,A2b Taxis And Cont,6.9,debit,taxi_rideshare
The Glass House,Contactless Payment GLASS HOUSE,2.98,debit,pub_bar
The Fish Society,CARD PAYMENT TO THE FISH BAR ON 24-08-2023,28.8,debit,takeaway
Step One UK,Visa purchase SP STEP ONE UK 3725 2024-10-06,20.0,debit,clothing_general
Allstar,ALLSTAR           INITIAL PAYMENT,20.06,debit,fuel
Your Choice Store,Your Choice Store YOUR CHOICE STORE      LONDON        GBR,2.4,debit,convenience_store
The Phone Box,The Phone Box,7.0,debit,mobile_handset
Manor Farm,MANOR FARM NEWS CD 1393,29.9,debit,convenience_store
The Southfield,The Southfield,2.5,debit,pub_bar
Father Christmas Letters,D CRONIN FATHER CHRISTMAS ************9841,108.0,credit,transfer_p2p
Pen and Wig,The Pen And Wig The Pen and Wig        Newport       GBR,5.25,debit,pub_bar
Easy Tan,Contactless Payment EASY TAN APPLEPAY 7920,3.0,debit,beauty_treatment
Cotton Traders,Contactless Payment COTTON TRADERS LTD GOOGLE 2633,25.0,debit,clothing_general
Tala,Klarna*tala       London,6.99,debit,sportswear
Oli,Contactless Payment OLI FOOD CENTRE APPLEPAY 7750,0.7,debit,convenience_store
The Crown At Bathford,8304 25JAN25 CD   THE CROWN AND     CUSHION           MANCHESTER GB,3.1,debit,pub_bar
Hippodrome Bar,Hippodrome Bar HIPPODROME BAR         PARKGATE      GBR,2.63,debit,pub_bar
Cazoo,CAZOO LIMITED,24.0,debit,vehicle_purchase
BMW Finance,BMW Financial Services BMW FS  RETAIL Bmw Fs  Retail,548.33,debit,car_finance_repayment
Dumfries and Galloway Council,DUMFRIES & GALLOWA,51.66,debit,council_tax
Grand Union Housing Group,GUHG  ON 03 APR BCC,201.4,debit,rent
The Health Lottery,HEALTHLOTTERY.CO.U  ON 03 AUG BCC HEALTHLOTTERY.CO.UK,1.0,debit,gambling_lottery
The Sunrise Shop Ltd,The Sunrise Shop Ltd,2.25,debit,convenience_store
Vauxhall Motors,VAUXHALL MOTORS SP VAUXHALL MOTORS SPORTS CL,6.0,debit,private_members_club
The Pools,The Pools The Pools              LIVERPOOL     GBR,10.0,debit,gambling_betting
Filco Foods,FILCO FOODS  ON 15 NOV CLP,1.5,debit,groceries
Wonga,JOURDAIN WONGA    MR J WONGA        VIA MOBILE - LVP  FP 25/09/23 10    31073457842362000N,50.0,debit,transfer_p2p
London Borough of Haringey,L B OF HARINGEY,385.99,debit,council_tax
WestJet,"WESTJET 22 ARIEL PI NE, CA PH737WNBZF5GVFBH00",116.69,credit,refund_received
Typingclub,Typingclub,23.0,debit,home_learning
Fes Fried Chicken London,FES FRIED CHICKEN LONDON,5.99,debit,takeaway
Matthew Bailey Cheers,Matthew bailey    Cheers,12.0,debit,transfer_p2p
Lewis Richard Tayl,LEWIS RICHARD TAYL 200000001590315286,3.0,debit,transfer_p2p
C Booze Mart,9518 03SEP25 C    BOOZE MART        WEDNESBURY GB,8.68,debit,alcohol_beer_spirits
Valdis Vl,Valdis Vl,34.83,debit,transfer_p2p
N Devon,N Devon - Aspretto Caf,5.6,debit,restaurant_cafe
Link Taxis Cd,Link Taxis CD 5425,36.0,debit,taxi_rideshare
Jaks Mail,JAKS MAIL LTD CD 8986,5.1,debit,delivery_courier
Grand Canal Hotels Srl,GRAND CANAL HOTELS,26.58,debit,accommodation
Graham Ault Pi,GRAHAM AULT PI9013319263242713,200.0,debit,transfer_p2p
Adam Bresnen Djm,ADAM BRESNEN  DJM 840 FT,800.0,debit,transfer_p2p
The Castle Tavern,"THE CASTLE TAVERN - 179 POWIS STREET   LONDON, SE18 6JL SE18",16.5,debit,pub_bar
Mrs G Serafin,MRS G SERAFIN,115.0,debit,transfer_p2p
Rac Motoring Serviinitial,RAC MOTORING SERVIINITIAL PAYMENT,24.0,debit,breakdown_cover
Londonturbo,Londonturbo,150.0,debit,spares_repairs
Envy Eatery And Lounge,Envy Eatery and Lo,40.95,debit,restaurant_cafe
Contact Pets,CONTACT PETS  ON 07 AUG CLP,5.5,debit,pet_supplies
St Peters Cofe Academy,ST PETERS COFE ACA  ON 03 SEP CPM ST PETERS COFE ACADEMY,3.0,debit,school_fees
Sheffield Hallam University,SHEFFIELD HALLAM Sheffield Hallam University,1000.0,debit,education_general
C L M Clark Porrto,C L M CLARK  PORRTO FT,100.0,debit,transfer_p2p
The Black Penny,SQ *THE BLACK PENNY - The Black Penny -,73.46,debit,restaurant_cafe
Freddies News Agents,FREDDIES NEWS AGEN,10.62,debit,convenience_store
Afrihost Com,Afrihost Com 1,0.04,debit,web_services
Food Lovers Cafe,FOOD LOVERS CAFE,8.0,debit,restaurant_cafe
Brunswick East Da,"SQ *BRUNSWICK EAST  ON 03 AUG CPM SQ *BRUNSWICK EAST, DA",24.64,debit,restaurant_cafe
Tst-fylde Fish,"TST-FYLDE FISH BAR- MA (VIA APPLE PAY), ON 04-06-2025",4.8,debit,takeaway
Bp Winchester North Co,BP WINCHESTER NORT  ON 01 JUL CPM BP WINCHESTER NORTH CO,3.9,debit,fuel
Vxchange,VXCHANGE  ON 17 JUL CPM,4.0,debit,unclassified_other
Dragon Charging,DRAGON CHARGING,3.25,debit,fuel
Sen5es.co.uk,wp*sen5es.co.uk,15.0,debit,unclassified_other
Thrift Farm,THRIFT FARM  ON 13 SEP CLP,1.99,debit,groceries_specialist
Enhance Beauty Rooms Limi,ENHANCE BEAUTY ROO,34.0,debit,beauty_treatment
Rowton Hall Hotel,Rowton Hall Hotel,59.0,debit,accommodation
Relviora,Relviora,64.95,debit,retail_other
Maida Rathore Me,Maida Rathore     Me                VIA MOBILE - PYMT FP 02/09/25 10    29204247240054000N,3.0,debit,transfer_p2p
Imcd,IMCD 100000001585180477 724021 231048     10 14JUL25 14:29,12600.0,debit,unclassified_other
Gail Hansen,Gail Hansen       .                 VIA MOBILE - PYMT FP 23/10/25 10    30122953721046000N,11.3,debit,transfer_p2p
Cmyk Burnley,CMYK BURNLEY LTD / ref: 6826,71.0,debit,printing_services
Quickstop Convenience Sto,Quickstop convenie,3.44,debit,convenience_store
Book Hero,Sp Book Hero,13.27,debit,books
C Roebridge Foods,0349 16AUG25 C    ROEBRIDGE FOODS   ROMSEY GB,1.79,debit,groceries_specialist
TFF,"TFF CC (VIA GOOGLE PAY), ON 13-09-2025",45.0,debit,credit_card_repayment
Cd Cran,3001 20JUL25 CD   CRANBROOKS        ILFORD GB,1.2,debit,convenience_store
Scargreen News Liverpool,PPOINT_*SCARGREEN NEWS Ppoint_*scargreen News Liverpool,10.78,debit,convenience_store
We Know Group Limited,WE KNOW GROUP LIMI,17.59,debit,insurance_general
Pay Per Week,Pay Per Week,12.0,debit,retail_finance_repayment
Becky Hill Hair,Becky Hill HAIR X,45.0,debit,skin_hair_care
Talent,YOUNGTALENTSWIMSCH  ON 01 JUN CPM YOUNGTALENTSWIMSCHOOL,110.0,debit,sports_participation
John Greed,2366 11AUG25      PAYPAL *JOHN GREED35314369001 GB,35.0,debit,jewellery
Kebab Drwal,Kebab Drwal,31.99,debit,takeaway
Petersburn Mini Market, Petersburn Mini Market,1.65,debit,convenience_store
Ethical,Contactless Payment ETHICAL FABRICS LTD APPLEPAY 6375,14.5,debit,clothing_general
Cd Wessex Cancer Trust Freshwater,1706 15AUG25 CD   WESSEX CANCER     TRUST             FRESHWATER GB,1.5,debit,charity_shop
Office Cheltenham,OFFICE            CHELTENHAM,94.99,debit,footwear
Nestuge Inc.,NESTUGE INC. USA ON 06 SEP CPM,76.3,debit,online_services
Helen Bowman,Helen Bowman,15.0,debit,transfer_p2p
Orchid,ORCHID - ONLINE AP,16.42,debit,takeaway
Ultimate Juice Limited,ULTIMATE JUICE LIM,21.98,debit,restaurant_cafe
Extol Service,SumUp  *Extol serv,3.0,debit,services_unspecified
Blackhorse Vehicle Mai,BLACKHORSE VEHICLE MAI Blackhorse Vehicle Mai,50.0,debit,vehicle_maintenance
Jimmydick,SQ *JIMMYDICK,20.0,debit,unclassified_other
Engage Mutual,ENGAGE MUTUAL,25.0,debit,insurance_life
Tabitha's Coffee,Tabitha's Coffee L,6.2,debit,restaurant_cafe
Punto Frutta,Punto Frutta Di Fazal,1.57,debit,groceries_specialist
C Crown Cafe,5984 16OCT25 C    CROWN CAFE        MAIDSTONE GB,3.2,debit,restaurant_cafe
Menjabe,Menjabe,50.65,debit,unclassified_other
Buccaneer Shel,ZETTLE_*BUCCANEER,14.97,debit,pub_bar
Chickchicken.co.uk,chickchicken.co.uk  ON 14 SEP CLP CHICKCHICKEN.CO.UK,2.49,debit,takeaway
Oddbox,ODDBOX,10.98,debit,groceries_specialist
The Tackle Box,"THE TACKLE BOX (VIA APPLE PAY), ON 08-08-2025",22.98,debit,sports_equipment
Rampan Convenience,RAMPAN CONVENIENCE,18.13,debit,convenience_store
Paul Jones Tax,Zettle_*paul Jones Tax,31.1,debit,taxi_rideshare
Tasties Pizzeria St,Tasties Pizzeria  St Peters Por,35.44,debit,takeaway
Lotus Laser,4618 10JUL25 CD   SUMUP  *LOTUS     LASER RO          WOLVERHAMPTON GB,50.0,debit,beauty_treatment
La Taxis,LA TAXIS* CPT,6.5,debit,taxi_rideshare
Calm Dog Games,Sp Calm Dog Games,38.45,debit,pet_supplies
Sana Supermarket,Contactless Payment SANA SUPERMARKET APPLEPAY 1558,5.75,debit,groceries
West Malling Stores Lt,WEST MALLING STORE,0.89,debit,convenience_store
Pawsome,"SQ *PAWSOME GIFTS (VIA APPLE PAY), ON 24-09-2025",13.3,debit,gifts_flowers
Angies Pharmacy,Angies Pharmacy,25.0,debit,pharmacy
Orientalmar,9677 09SEP25      PAYPAL            *ORIENTALMAR OR   35314369001 GB,59.19,debit,groceries_specialist
Joe Brewster Food Ft,JOE BREWSTER  FOOD FT,90.0,debit,transfer_p2p
Lampshoponline,LAMPSHOPONLINE,17.84,debit,lighting
Vittle Bakeshop,SQ *VITTLE BAKESHO,9.5,debit,restaurant_cafe
Mercedes Brade-ca,Payment to MERCEDES BRADE-CA 110968 13438265,10.0,debit,transfer_p2p
James Ashton Xx,James Ashton      Xx                VIA MOBILE - PYMT FP 12/06/25 10    20184335578406000N,0.29,debit,transfer_p2p
New Shad,NEW SHAD *ORDER  ON 04 AUG BCC NEW SHAD    *ORDER,27.85,debit,takeaway
Parking Pa,North Essex Parking Pa,35.0,debit,car_parking
Filey Bird Garden,Filey Bird Garden,20.5,debit,days_out
Market Vaults Stafford,MARKET VAULTS STAF,4.4,debit,pub_bar
Gareth Taylor,SumUp  *Gareth Taylor Sumup *gareth Taylor,7.5,debit,transfer_p2p
Daryl,Shanade Caulfield From Daryl re StuaVIA MOBILE - PYMT FP 06/08/25 10    52165841281221000N,10.0,debit,transfer_p2p
Cocochemistry LTD,SQ *COCOCHEMISTRY,18.0,debit,confectionary
V Sewell,V SEWELL          .                 VIA MOBILE - PYMT FP 31/07/25 10    26134502045461000N,50.0,debit,transfer_p2p
No Name Bar And Games,No Name Bar And Games,5.9,debit,pub_bar
Mr Juicy Dewsbury,MR JUICY          DEWSBURY,8.0,debit,takeaway
Central Pier,CARD PAYMENT TO CENTRAL PIER ARCADE ON 25-07-2025,20.0,debit,days_out
Mdn Welcome,Mdn Welcome B/waitrose,8.35,debit,groceries
Medivet-fortis Green,MEDIVET-FORTIS GRE  ON 19 AUG CPM MEDIVET-FORTIS GREEN,18.78,debit,veterinary
Harvest Heaven Store,Contactless Payment HARVEST HEAVEN STORE L SAMSUNG 1794,3.93,debit,convenience_store
Dolphin Eats,DOLPHIN EATS,4.8,debit,takeaway
Cd Lcy Juniper As,8168 16SEP25 CD   LCY JUNIPER AS    LONDON GB,16.35,debit,airport_spend
Fordhall Farm Event,Contactless Payment SQ *FORDHALL FARM EVENT C APPLEPAY 8194,17.8,debit,days_out
Connection Clothing,CONNECTION CLOTHIN,50.0,debit,clothing_general
Wimko Internationa,Wimko Internationa2402              VIA MOBILE - PYMT,2041.08,debit,arts_crafts
Coombe Tyres And Wheel,Coombe Tyres And Wheel,140.0,debit,spares_repairs
E Wood,E WOOD,12.0,debit,transfer_p2p
Tasty Kitchen,TASTY KITCHEN,6.0,debit,takeaway
News And Views,NEWS AND VIEWS  ON 14 AUG CPM,1.19,debit,convenience_store
Riwaaj,SP RIWAAJ,39.49,debit,clothing_general
The Hub Project,SUMUP  *THE HUB PR,8.65,debit,restaurant_cafe
George Dawson Oasis,George  Dawson    Oasis             VIA MOBILE - PYMT FP 30/07/25 10    03093346116265000N,20.0,debit,transfer_p2p
Orders.thepizzajoilondon,ORDERS.THEPIZZAJOILONDON,29.15,debit,takeaway
Best One-heltwate,BEST ONE-HELTWATE  ON 24 JUN CPM,76.75,debit,convenience_store
Gravesham,GRAVESHAM BOROUGH  ON 29 JUL BCC,130.0,debit,council_tax
Game Arena,GAME ARENA  ON 09 JUN CPM,5.0,debit,entertainment_other
The Brainwave,Contactless Payment SumUp *The Brainwave APPLEPAY 4961 2025-09-14,3.0,debit,charity_shop
Kineton Pharmacy,Kineton Pharmacy,19.8,debit,pharmacy
Cd Oriental House,5507 17AUG25 CD   ORIENTAL HOUSE    LONDON GB,7.0,debit,takeaway
Lloyd George Pharmacy,VISA Debit Transaction LLOYD GEORGE PHARMACY,1.25,debit,pharmacy
Wickes Redditch Cd,WICKES REDDITCH CD 5411,20.4,debit,home_improvement
12 Burton,SQ *12 BURTON-UPONTutbury,6.0,debit,clothing_general
Jellis World Foodss,JELLIS WORLD FOODSSITTINGBOURNE,21.48,debit,groceries_specialist
Kendall Cars LTD,"KENDALL CARS LTD - 34 ALDERSHOT ROAD, GUILDFORD",300.0,debit,car_hire
Maggio's Confectio,SQ *MAGGIO'S CONFECTIO Maggio's Confectio,15.33,debit,confectionary
Mackenzie Lewin,Mackenzie Lewin - SortCodeAccountNumber: 07080611578885,63.0,debit,transfer_p2p
Liz's Kitchen,Liz's Kitchen,5.95,debit,restaurant_cafe
Sea Breeze Cafe,CARD PAYMENT TO SEA BREEZE CAFE ON 01-08-2025,23.4,debit,restaurant_cafe
Crestway Convenience,Crestway Convenience Crestway Convenience S,2.6,debit,convenience_store
Cd Brazilian Centre,8168 07SEP25 CD   BRAZILIAN CENTRE  LONDON GB,4.98,debit,groceries_specialist
Leicester Shire County,Leicestershire County Council ,3.5,debit,government_services
Bamber Bridge Football,BAMBER BRIDGE FOOT,6.1,debit,sports_participation
Partons Building Suppli,PARTONS BUILDING S,7.5,debit,home_improvement
James Morris Hdh,JAMES MORRIS      HDH               VIA MOBILE - PYMT,7.0,debit,transfer_p2p
Malcolm Michaels Quali,Malcolm Michaels Quali,1.95,debit,groceries_specialist
Village Hotels Ashton,Village Hotels Ash,7.45,debit,restaurant_cafe
Church Street,CARD PAYMENT TO SQ *CHURCH STREET MINI ON 27-09-2025,9.0,debit,convenience_store
Lake District Est,SUMUP  *LAKE DISTR,2.4,debit,unclassified_other
Wok Wraps,WOK WRAPS  ON 13 JUN CLP,52.95,debit,takeaway
Ohklassy,Ohklassy,65.7,debit,clothing_womens
Jomas Associates,JOMAS ASSOCIATES L 100000001635229561 INVOICE - 8322 404508     10 10OCT25 11:35,8400.0,debit,business_services
Southern Angling Speciali,Contactless Payment Southern Angling Speciali 2025-08-10,41.78,debit,sports_equipment
Enterprise Transport,Enterprise Transport T,57.5,debit,public_transport_rail_coach
Rituals Cosmetics London,Rituals Cosmetics London,33.0,debit,skin_hair_care
Gelateria Danieli,GELATERIA DANIELI RICHMOND TW9,4.0,debit,restaurant_cafe
Lucky Ducks Dawlish,Lucky ducks       Dawlish,3.5,debit,restaurant_cafe
Khan Communication,Khan Communication,1.2,debit,mobile_handset
Ringland Premier,Ringland Premier,3.15,debit,groceries
Al Jannah Ventures Lim,AL JANNAH VENTURES,66.0,debit,unclassified_other
Cd Gemini Parking,8016 05AUG25 CD   GEMINI PARKING    SOL-IPS           LOUGHTON GB,1.5,debit,car_parking
Sean Carter,SEAN CARTER 100000001633565663,2.0,debit,transfer_p2p
Polita,9849 22JUN25 C    POLITA DUNGANNON  DUNGANNON GB,19.19,debit,groceries_specialist
Basil Marsha,SumUp  *Basil Marsha,10.0,debit,restaurant_cafe
Spotty Pots,SQ *SPOTTY POTS LTSTUDLEY,25.5,debit,arts_crafts
Creations Playgroup,CREATIONS PLAYGROU,11.0,debit,childcare
Just Convenience,Just Convenience,5.0,debit,convenience_store
Denise Baxter Olly,DENISE BAXTER  OLLY FT,200.0,debit,transfer_p2p
Alton Towers Hotel,"AT ALTON TOWERS HOTEL (VIA GOOGLE PAY), ON 27-06-2025",56.5,debit,accommodation
Mr Talha Ayub Yoo,MR TALHA AYUB  YOO FT,800.0,debit,transfer_p2p
Elpackpackaging,Elpackpackaging,118.08,debit,office_supplies
Michael Mremi,Michael Mremi - SortCodeAccountNumber: 60243722731520,20.0,debit,transfer_p2p
Poison Kandy,SQ *POISON KANDY,10.0,debit,confectionary
Reiss Rawson,UK Account - May expenses Reiss Rawson - SortCodeAccountNumber: 20994030076996,60.0,debit,transfer_p2p
Moheb Najemi,MOHEB NAJEMI 200000001616213450,3.99,debit,transfer_p2p
We Are Feel,We Are Feel,39.96,debit,supplements
J Ruck,J RUCK     09AUG25 309297 48599860,300.0,debit,transfer_p2p
The Beauty Loung,THE BEAUTY LOUNGE  ON 26 JUL CLP,45.0,debit,beauty_treatment
Joy Davidson Mum,joy davidson                             mum,40.0,debit,transfer_p2p
Mattie's Fish And Chips,MATTIE'S FISH AND,3.2,debit,takeaway
Cd Heath Dry Cleaners,8066 28JUL25 CD   HEATH DRY CLEANERSBUSHEY GB,8.98,debit,laundry
A C Event Cate,SumUp  *A C Event,5.6,debit,catering
Moxy Munich Airport Fb,MOXY MUNICH AIRPORT FB Moxy Munich Airport Fb,12.18,debit,restaurant_cafe
The Islamic Cultural Cd,THE ISLAMIC CULTURAL CD 4242,2.0,debit,charitable_donation
Lee Taylor Kev,LEE TAYLOR  KEV FT,30.0,debit,transfer_p2p
Claudia's,"CLAUDIA'S PIERCING (VIA APPLE PAY), ON 05-08-2025",55.0,debit,beauty_treatment
Auto Trade Tyres,Contactless Payment Auto Trade Tyres GOOGLE 8583,95.0,debit,spares_repairs
Laifulkwy,Laifulkwy - PayPal,88.23,debit,unclassified_other
Big Gleswade,WB BIGGLESWADE FORBIGGLESWADE,30.0,debit,groceries
George Hemingw,ZETTLE_*GEORGE HEM,6.0,debit,unclassified_other
Rothwell,6157 26JUL25      ROTHWELL TOWLER   EXETER GB,114.54,debit,insurance_general
Mr Ku,MR KUDZANAI MUSHAY  CREDIT RETURN FT,20.0,debit,transfer_p2p
Cd Hanover,0746 19SEP25 CD   HANOVER TAP       EDINBURGH GB,25.05,debit,pub_bar
Michael Tiffin,Contactless Payment SumUp *Michael tiffin,6.0,debit,unclassified_other
Kieron Clarke Tickets,KIERON CLARKE     Tickets           VIA MOBILE - PYMT FP 30/07/25 10    45075605522261000R,300.0,debit,transfer_p2p
Christina Madden Trainers,Christina Madden Trainers,20.0,debit,transfer_p2p
Pickle And Rye,Pickle and Rye,71.49,debit,restaurant_cafe
PIM,Pimchaya Prutprasert - SortCodeAccountNumber: 04007532333838,30.0,debit,transfer_p2p
Vialli S,"VIALLI S (VIA APPLE PAY), ON 03-10-2025",6.05,debit,unclassified_other
Mr. Godswill,MR. GODSWILL FRIDA 100000001595650610,1.48,debit,transfer_p2p
Spanish Gastro Larder,Contactless Payment Spanish Gastro Larder APPLEPAY 8005,5.0,debit,groceries_specialist
Memories,SumUp  *Memories Sumup *memories,2.28,debit,unclassified_other
20 Yearsofseria,SKIDDLE*20YEARSOFS,45.0,debit,live_music
We Tyetidesign,6387 21AUG25  D   ETSY.COM*WE       TYETIDESIGN       LONDON GB,4.5,debit,marketplace_general
Cameron Markland Owed,CAMERON MARKLAND  Owed              VIA MOBILE - PYMT FP 22/07/25 10    54221828979307000N,15.0,debit,loan_repayment_manual
Cd Penman Convenience Pontyclun,7886 23AUG25 CD   PENMAN CONVENIENCEPONTYCLUN GB,10.0,debit,convenience_store
Acheason Pharmacy Limi Cd,ACHEASON PHARMACY LIMI CD 9926,13.33,debit,pharmacy
Loughgall,Loughgall Country Park,2.8,debit,days_out
Fatoumata Kaba Perfumes X2,Fatoumata Kaba    Perfumes x2       VIA MOBILE - PYMT,60.0,debit,transfer_p2p
Cruickshank T A Mcedes,CRUICKSHANK T/A MC  ON 23 SEP CPM CRUICKSHANK T/A MCEDES,57.6,debit,vehicle_maintenance
Tabletop Republic,Tabletop Republic from ☢️ ⚒️ Pot,10.8,debit,games_puzzles
Woolworths,WOOLWORTHS/103 ABB AUSTRALIA AMOUNT IN AUD 11.65 ON 17 OCT VISA 2.054071 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.17 WOOLWORTHS/103 ABBOTT,5.84,debit,groceries
Olawale Ayinde,OLAWALE AYINDE 200000001626788763,350.0,debit,transfer_p2p
Origin,CARD PAYMENT TO ZETTLE_*ORIGIN COFFEE ON 04-08-2025,3.9,debit,restaurant_cafe
Tfm Northgate Bridg,8786 25AUG25      TFM NORTHGATE     BRIDGNORTH GB,243.38,debit,groceries
Koutrinio Brickli,PAYPAL *KOUTRINIO,90.76,debit,unclassified_other
Dine At Whitney's,DINE AT WHITNEY'S,6.0,debit,restaurant_cafe
Event.bookitbee,EVENT.BOOKITBEE.CO,46.35,debit,entertainment_other
Trout Inn,TROUT INN,80.15,debit,pub_bar
Lisa Cordey Shoes,LISA CORDEY       Shoes             VIA MOBILE - PYMT,10.0,debit,transfer_p2p
The Rattle And Hum,The Rattle And Hum,10.8,debit,pub_bar
7 Seas Fresh Fish,7 Seas Fresh Fish,6.99,debit,groceries_specialist
Miss K Magee Julie,Miss K Magee                             Julie W.,70.0,debit,transfer_p2p
Ls Only The Vape,Ls Only The Vape,10.0,debit,vaping
