merchant_raw,description_raw,amount,direction,gold_leaf
Cd Savers Health & Beauty,5103 30AUG25 CD   SAVERS HEALTH &   BEAUTY            LOUGHBOROUGH GB,29.12,debit,health_beauty_general
Trainline,PAYPAL *TRAINLINE 35314369001,21.4,debit,public_transport_rail_coach
Amazon Prime,8983 20JUN25      AMAZON            PRIME*L11XS0HW5   AMZN.CO.UK/PM GB,8.99,debit,streaming
Raylo,AFKXKF7 Raylo,40.99,debit,retail_finance_repayment
SkyBet,SKY BET Sky Bet,10.0,debit,gambling_betting
Miss Sholanda,Miss Sholanda S Burris sb,5.0,debit,transfer_p2p
The Spitfire,The Spitfire from Groceries Pot,15.35,debit,pub_bar
Current,206651 33976114  MOBILE-CHANNEL FT Barclays current account,100.0,debit,transfer_own_account
Tandoori Knights,Tandoori Knights,2.0,debit,takeaway
Bp Bovey Sf Connect,Contactless Payment BP BOVEY SF CONNECT,8.45,debit,fuel
Apple,APPLE.COM/BILL Apple App Store,5.99,debit,software
Cd Ridgewood Stores,8213 01OCT25 CD   RIDGEWOOD STORES  LTD               UCKFIELD GB,0.85,debit,convenience_store
Horse And Jockey,HORSE AND JOCKEY Horse And Jockey,16.95,debit,pub_bar
Stagecoach Services,STAGECOACH SERVICESTOCKPORT,3.8,debit,public_transport_rail_coach
Trainline,Trainline,3.7,debit,public_transport_rail_coach
Hurricane Rooms Cd,HURRICANE ROOMS CD 4411,2.3,debit,sports_participation
Virgin Games Cd,VIRGIN GAMES CD 0920,15.0,debit,gambling_casino
Le Chateau,LE CHATEAU  ON 09 SEP CLP,5.39,debit,restaurant_cafe
First Direct Loan,FIRST DIRECT LOAN,428.91,debit,personal_loan_repayment
Trading 212 Pi,TRADING 212 PI2612503574245162,1000.0,debit,investment_trading
Aberdeenshire,ABERDEENSHIRE,33.68,debit,government_services
Amazon,1522 07AUG25      AMZNMKTPLAC       E*RF8VL44G4       AMAZON.CO.UK GB,11.99,debit,marketplace_amazon
Raylo,RAYLO              / ref: BVPVK5X,72.15,debit,retail_finance_repayment
Transport for London, TFL - Transport for London,1.75,debit,public_transport_rail_coach
Stephanie Aird,Stephanie Aird,20.0,debit,transfer_p2p
Www.amazon.uk.co,WWW.AMAZON.* RU15H  ON 19 AUG BCC WWW.AMAZON.UK.CO,11.89,debit,marketplace_amazon
Pizza Range,Pizza Range,21.5,debit,takeaway
Sarah Lipscombe,Payment to SARAH LIPSCOMBE 602421 90173759,10.0,debit,transfer_p2p
The Curry Garden Gateshead,THE CURRY GARDEN  GATESHEAD,23.55,debit,restaurant_cafe
Raymond Manito,RAYMOND MANITO KAR 500000001619736911,150.0,debit,transfer_p2p
Natwest Bank,"DIRECT DEBIT PAYMENT TO NATWEST BANK REF 83330417/1862576, MANDATE NO 0020",352.11,debit,financial_institution_unspecified
Armagh Food Centre,Armagh Food Centre Limited ,6.63,debit,groceries
Amazon,AMZNMktplace,3.95,credit,refund_received
Amazon,Amazon,34.0,debit,marketplace_amazon
M Wilson,M WILSON 301286 14061660,20.0,debit,transfer_p2p
Amazon Prime,Amazon Prime*R40A9,8.99,debit,streaming
Fair Oak Local,Fair Oak Local,4.1,debit,groceries
Gp Time 4 Kiosk,GP TIME 4 KIOSK LTD Gp Time 4 Kiosk,5.2,debit,convenience_store
Thamesmead Service Statio,Contactless Payment THAMESMEAD SERVICE STATIO APPLEPAY 7635,59.31,debit,fuel
National Health Service,Nhsbsa Ppc 2 NHS Prescription Prepayment Certificate,11.45,debit,pharmacy
Justpark,JUSTPARK JustPark,2.32,credit,refund_received
Danielle John,Danielle John,108.0,debit,transfer_p2p
Aaron Campbell,Aaron campbell,25.0,debit,transfer_p2p
Jennifer Brookes Monzo-lryzy,JENNIFER BROOKES  MONZO-LRYZY       VIA MOBILE - PYMT FP 05/08/25 10    19144644200878000N,50.0,debit,transfer_p2p
Mandate No,"DIRECT DEBIT PAYMENT TO PAYPAL PAYMENT REF 5ATJ222DUYDD6, MANDATE NO 0030",15.8,debit,payment_intermediary
COOP,3483 01AUG25 CD   SCOTMID COOP 0107 CAIRNEYHILL GB,8.05,debit,groceries
Amazon,CARD PAYMENT TO AMAZON.CO.UK*WS3P18OW5 ON 11-06-2025,9.5,debit,marketplace_amazon
Instantly,Instantly,46.49,debit,software
Dazn,WWW.DAZN.COM,14.99,debit,streaming
April Coates,United Kingdom Account - From A Coates April Coates - SortCodeAccountNumber: 77010241515868,865.38,debit,transfer_p2p
Onbuy,OnBuy.com CD 4558,8.19,debit,marketplace_general
My Juniper London,MY JUNIPER        LONDON,249.0,debit,weight_loss
The Churchgate,6093 05JUL25 CD   VER*THE CHURCHGATEBOLTON GB,4.5,debit,pub_bar
Amazon,Amazon.co.uk*RF8F3,4.49,debit,marketplace_amazon
Stagecoach Services,STAGECOACH SERVICE,2.0,debit,public_transport_rail_coach
Buzz Bingo,Buzz Group Limited Buzz Bingo,12.0,debit,gambling_bingo
Hendersons Ballygowan,Contactless Payment HENDERSONS BALLYGOWAN APPLEPAY 2895,7.53,debit,groceries
K P Hamlin Hamlin,K P HAMLIN        HAMLIN            VIA MOBILE - PYMT FP 08/08/25 10    04082902032093000N,50.0,debit,transfer_p2p
Cd Lark Hall Inn,8957 16JUN25 CD   LARK HALL INN     BATH GB,5.6,debit,pub_bar
Trainpal,2078 08JUL25  D   TRAINPAL          LONDON GB,6.6,debit,public_transport_rail_coach
Mr Billy J Bull Bjb,MR BILLY J BULL  BJB FT,9.9,debit,transfer_p2p
Roddy,Roddy Johnston - SortCodeAccountNumber: 83410000629319,40.0,debit,transfer_p2p
Maloobchod,Maloobchod,7.41,debit,foreign_spend_unspecified
Nutrition Geeksluton,SP NUTRITION GEEKSLUTON,16.99,debit,supplements
Chargos Aylesbury,CHARGOS           AYLESBURY,10.98,debit,takeaway
Marsh Lane Filling Statio,Contactless Payment MARSH LANE FILLING STATIO 2025-08-10,27.14,debit,fuel
Dacorum Council,DACORUM COUNCIL -,2.3,debit,government_services
Esso Burnley,"ESSO BURNLEY BARRACKS (VIA APPLE PAY), ON 02-08-2025",24.08,debit,fuel
McDonald's,MCDONALDS  ON 06 AUG CPM McDonald's,1.89,debit,takeaway
C Spar Store Runcorn,9933 07JUL25 C    SPAR STORE        RUNCORN GB,1.35,debit,groceries
S Hall,S HALL 110016 13334664,500.0,debit,transfer_p2p
Google Storage,Google Storage,2.49,debit,web_services
The Sandwich Man Broms,THE SANDWICH MAN B  ON 08 AUG CPM THE SANDWICH MAN BROMS,10.0,debit,takeaway
Exchanged To Xrp,Exchanged to XRP,0.99,debit,crypto
C L Davies,C L DAVIES,10.0,debit,transfer_p2p
Amazon.co.jp,Amazon.co.jp,7.06,debit,marketplace_amazon
Oak Mead Cafe & Shop,OAK MEAD CAFE & SH,9.35,debit,restaurant_cafe
Chyanclare News,CHYANCLARE NEWS  ON 08 JUL CLP,20.5,debit,convenience_store
Ben Blackborow,United Kingdom Account - From M Jones Ben Blackborow - SortCodeAccountNumber: 16282910048258,20.0,debit,transfer_p2p
Apple,APPLE.COM/BILL Apple App Store,6.99,debit,software
Apple,4273 03AUG25      APPLE.COM/BILL    APPLE.COM/BIL IE,2.99,debit,software
Michyla Mayo Ty,MICHYLA MAYO      TY                VIA MOBILE - PYMT,20.0,debit,transfer_p2p
Cd Campbell Fuel Oilslim,7219 27SEP25 CD   CAMPBELL FUEL OILSLIM               KILMARNOCK GB,40.0,debit,heating_oil
Superbuy Com,Ona*superbuy Com,19.08,debit,marketplace_general
Quadri,Quadri Rodemade,1.76,debit,unclassified_other
Coca Cola Ni,Contactless Payment COCA COLA NI APPLEPAY 3265,1.3,debit,confectionary
Deepblue Beverley,DeepBlue Beverley,13.99,debit,takeaway
I Blaze,I Blaze,10.0,debit,vaping
McDonald's,MCDONALDS,19.76,debit,takeaway
A C,To A/C 71976817   MORGAN LM         Via Mobile Xfer,43.3,debit,transfer_p2p
One Love Carib,SQ *ONE LOVE CARIBRomford,11.0,debit,restaurant_cafe
L White,L WHITE 300000001654850175,0.3,debit,transfer_p2p
Rise Beachwear,SumUp  *RISE Beachwear Sumup *rise Beachwear,242.65,debit,clothing_general
B Lockwood,B LOCKWOOD 111074 25946262,0.52,debit,transfer_p2p
H Gibney,H GIBNEY 777214 30819860,7.78,debit,transfer_p2p
Apple,APPLE.COM/BILL,19.99,debit,software
Shannon Chilcott Pi,SHANNON CHILCOTT PI4940087260303918,200.0,debit,transfer_p2p
Trainline,Visa purchase TRAINLINE APPLEPAY 1283,10.54,debit,public_transport_rail_coach
Dabble Deposit Uk,Dabble Deposit UK Dabble Deposit Uk,10.0,debit,gambling_betting
Apple,apple.com/bill,1.79,debit,software
Premier T A Brothers Conv,Premier t/a Brothe,4.28,debit,groceries
C The Andulsian,"2585 09AUG25 C    THE ANDULSIAN,    CARLI             CARLISLE GB",9.5,debit,restaurant_cafe
Zopmpas,Zopmpas,43.9,debit,unclassified_other
Prime Video Rent Buy,Prime Video Rent /,4.49,debit,streaming
Synchronicity Care LTD,Contactless Payment SYNCHRONICITY CARE LTD GOOGLE 2978 2025-06-01,0.93,debit,confectionary
Utilita Energy,UTILITA ENERGY LIM,10.0,debit,energy
Cd Caister,1820 18JUL25 CD   CAISTER - RETAIL  GREAT YARMOUT GB,3.94,debit,unclassified_card_spend
Yasir Hussain,YASIR HUSSAIN 100000001618543182,600.0,debit,transfer_p2p
East Lindsey Dist Ips,East Lindsey Dist -Ips,3.0,debit,car_parking
Amazon,AMZNMktplace*R74DD,19.99,debit,marketplace_amazon
Spotify *,PAYPAL *SPOTIFY*P3,19.99,debit,streaming
Apple Store,"INGLE STORE (VIA APPLE PAY), ON 27-08-2025",4.34,debit,unclassified_card_spend
Lilly Quinsey,LILLY QUINSEY 400000001583170415,10.0,debit,transfer_p2p
Phillippa,Phillippa Purcell,3.0,debit,transfer_p2p
Mrs N T Legge,mrs n t legge                            a,40.0,debit,transfer_p2p
Suel Ahmed Suel.a,SUEL AHMED  SUEL.A FT,100.0,debit,transfer_p2p
Bullring Car Park,"2442 21AUG25 CD   BULLRING CAR PARK,BIR               BIRMINGHAM GB",4.0,debit,car_parking
Cd T,4480 19JUN25 CD   T J MORRIS LTD    DERBY GB,9.87,debit,discount_store
Wise,Wise Payments Fee for 45.21 GBP  Depasify,0.16,debit,money_transfer_fee
Zinnia,Zinnia,6.0,debit,unclassified_other
Burnley Borough Council,Burnley Borough Co Burnley Borough Council,159.0,debit,council_tax
Oodle Car Finance,OODLE CAR FINANCE 250415124543412-01,313.58,debit,car_finance_repayment
Manorfarmfruits,WWW.MANORFARMFRUIT,21.15,debit,groceries_specialist
YouTube,GOOGLE *YouTube   g.co/helppay#,3.99,debit,streaming
Apple,4127 25SEP25      APPLE.COM/BILL    08001076285 IE,9.99,debit,software
Ishaq Mohammed,United Kingdom Account - From I Mohammed ishaq mohammed - SortCodeAccountNumber: 04007590999754,115.0,debit,transfer_p2p
Voi,Voi Uk,2.34,debit,transport_other
Amazon,Amazon,26.17,debit,marketplace_amazon
Win Bet Online LTD,WIN BET ONLINE LTD BULGARIA AMOUNT IN BGN 50.00 ON 01 JUL VISA 2.267867 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.66 ,22.71,debit,gambling_betting
Alfie Work,Alfie             Work,10.0,debit,transfer_p2p
A C,To A/C 18813183   IRVINE NMM        Via Mobile Xfer,1558.55,debit,transfer_bank_unspecified
H.m.chilufya,H.M.CHILUFYA 600000001635386307,500.0,debit,transfer_p2p
Warrens Bakery,Contactless Payment WARRENS BAKERY TRAGO D,4.9,debit,restaurant_cafe
Therapist Therapy Session,THERAPIST         THERAPY SESSION   VIA MOBILE - PYMT FP 17/06/25 10    16154509046555000N,50.0,debit,mental_health_services
Lewis Mccaw,LEWIS MCCAW 200000001605042087,100.0,debit,transfer_p2p
Stephen Nolan,STEPHEN NOLAN 500000001598364867,40.0,debit,transfer_p2p
David Ritson Xx,DAVID RITSON      XX                VIA MOBILE - PYMT FP 26/09/25 10    04151400308249000N,20.0,debit,transfer_p2p
Next Retail,Refund from Next Retail Ltd,25.0,credit,refund_received
Mr Adam Wakefield,Mr Adam Wakefield Brian,25.0,debit,transfer_p2p
A M Bensons Limite,A M BENSONS LIMITE,9.59,debit,groceries_specialist
Airtime Halifax,AIRTIME HALIFAX,20.25,debit,days_out
B&Q,B&Q MARKETPLACE,19.91,debit,home_improvement
Nitromonthly,DISCORD* NITROMONT,7.5,debit,online_services
Amazon,5061 15JUN25      AMAZON* 878F91FG5 LONDON GB,5.99,debit,marketplace_amazon
Sainsbury's Petrol Station,8062 27JUN25 CD   SAINSBURYS PETROL ELLESMERE POR GB,50.01,debit,fuel
Nikki Moore,NIKKI MOORE 600000001611251072,20.0,debit,transfer_p2p
Finlay Sykes Mum X Sto,FINLAY SYKES  MUM X STO,50.0,debit,transfer_p2p
Apple,7200 03AUG25  D   APPLE.COM/BILL    08001076285 IE,0.49,debit,software
Amazon,AMAZON* RG9JP1854,3.59,debit,marketplace_amazon
George Hotel,GEORGE HOTEL,2.49,debit,restaurant_cafe
Amazon,Amazon.co.uk*R75O6,10.11,debit,marketplace_amazon
Longevity Health Limited,Longevity Health Limited 733789 suppliers,2060.0,debit,unclassified_other
Mcdougal Ls Stores LTD,MCDOUGALLS STORES,17.29,debit,convenience_store
D Townsley,D TOWNSLEY,180.0,debit,transfer_p2p
Yorkshire Wildlife Park,YORKSHIRE WILDLIFE PAR Yorkshire Wildlife Park,29.5,debit,days_out
Squirt Pocket Money,SQUIRT            POCKET MONEY      VIA MOBILE - PYMT FP 22/08/25 10    51205450136786000N,5.0,debit,transfer_p2p
The Chippy,The chippy,28.35,debit,takeaway
Palladium Competitions,Palladium Competitions,3.9,debit,prize_competitions
Family Shopper,FAMILY SHOPPER SUR  ON 26 MAY CPM FAMILY SHOPPER   SURI,7.18,debit,groceries
The Bistro,The Bistro,9.5,debit,restaurant_cafe
David Lloyd,David Lloyd Clubs Swan,2.1,debit,gym_fitness
Trainpal,Trainpal,8.64,debit,public_transport_rail_coach
McDonald's,MCDONALDS         ASHTON UNDER,10.37,debit,takeaway
Lettuce Pets,SP LETTUCE PETS HONG KONG ON 04 AUG BCC,14.0,debit,pet_supplies
Gumtree Com,Visa purchase GUMTREE COM,8.95,debit,marketplace_general
Miss Kirsty L Tra I Love You,MISS KIRSTY L TRA  I LOVE YOU FT,16.0,debit,transfer_p2p
Floradapt,Sp Floradapt,3.99,debit,supplements
Tunnocks,Tunnocks,5.37,debit,restaurant_cafe
Disney+,4332 05AUG25 DISNEY PLUS HAMMERSMITH GB,12.99,debit,streaming
LC International,LC INTERNATIONAL L,10.0,debit,gambling_betting
R Bentinck,R BENTINCK 116478 02531161,50.0,debit,transfer_p2p
Sulayman Yamin,SULAYMAN YAMIN 100000001590737178,2.0,debit,transfer_p2p
Llanwern Bull,Llanwernbull,7.98,debit,pub_bar
Morr Hinckley,MORR HINCKLEY,20.0,debit,groceries
Mr Tristan Chandle,MR TRISTAN CHANDLE 600000001589765424,20.0,debit,transfer_p2p
The Abbey Arms,The Abbey Arms,9.3,debit,pub_bar
SkyBet,Visa purchase SKY BET APPLEPAY 7678,20.0,debit,gambling_betting
HM Revenue and Customs,HMRC CHILD BENEFIT 01656493,104.2,credit,benefits_state
Steven Roberts,STEVEN ROBERTS 600000001651066345,5.0,debit,transfer_p2p
Anne Paterson Gift Via,ANNE PATERSON     GIFT              VIA MOBILE - LVP  FP 15/07/25 10    35202035732928000R,16.0,debit,transfer_p2p
Qualista Beach Ismail Ki,QUALISTA BEACH  IS,4.67,debit,foreign_spend_unspecified
P Scoullar,P SCOULLAR,20.0,debit,transfer_p2p
Paypal Pay in 4,PAYPAL *PYPL PAYIN  ON 16 AUG BCC PAYPAL *PYPL PAYIN3,11.33,debit,bnpl
J Nainu,J NAINU 200000001634811034,0.1,debit,transfer_p2p
Mccooleys,McCooleys 1  ON 31 AUG CPM MCCOOLEYS 1,21.2,debit,pub_bar
7 Days Performance,7days Performance  ON 04 AUG CPM 7DAYS PERFORMANCE,1.99,debit,prize_competitions
SkyBet,SKY BET  ON 04 AUG BCC,80.0,debit,gambling_betting
Apple,3336 09JUN25  D   APPLE.COM/BILL    CORK IE,7.99,debit,software
PureGym,Direct Debit - First Payment PURE GYM LTD 206582 63448665,14.99,debit,gym_fitness
Current,200450 70512109  OPTIONAL FT Barclays current account,4.83,debit,transfer_bank_unspecified
Apple,3025 06AUG25  D   APPLE.COM/BILL    08001076285 IE,1.99,debit,software
Talha Ali Pay,Talha ali         Pay,2052.5,debit,transfer_p2p
Angie Money,ANGIE                                    MONEY,16.6,debit,transfer_p2p
Lci Limited Pi,LCI LIMITED PI6611406892928163,5.0,debit,gambling_betting
Skiddaw Bar,Skiddaw Bar  ON 21 JUN CPM SKIDDAW BAR,0.7,debit,pub_bar
Tui Travel-dom,2581 22SEP25  D   TUI TRAVEL-DOM    COVENTRY GB,1115.6,debit,holiday_package
Amrans Tandoori,Amrans Tandoori,18.45,debit,takeaway
E Paterson,E PATERSON,1.0,debit,transfer_p2p
McDonald's,McDonald’s,30.38,debit,takeaway
Maypole,MAYPOLE Maypole,40.82,debit,pub_bar
Apple,APPLE.COM/BILL,0.99,debit,software
Mathew Hollis,Payment to MATHEW HOLLIS 040003 58220443,10.0,debit,transfer_p2p
Fone Fixers,FONE FIXERS Fone Fixers,8.0,debit,services_unspecified
McDonald's,MCDONALDS,13.14,debit,takeaway
Mersey Tunnels Pilot,Contactless Payment Mersey Tunnels Pilot 4 APPLEPAY 1178,2.3,debit,tolls
Efes Kebab Cd,Efes Kebab CD 4084,5.5,debit,takeaway
Go Local Xtra,Go Local Xtra - Oxford St,2.19,debit,convenience_store
Bnaelocationsbasedo,Nyx*bnaelocationsbasedo,20.0,debit,gambling_unspecified
Zurich Assurance,ZURICH ASSURANCE L PR000014CM8-010X8P,131.66,debit,insurance_life
N C Dewar Mum,N C DEWAR  MUM FT,50.0,debit,transfer_p2p
Long Feng Foods Lt,LONG FENG FOODS LTBurgess Hill,20.5,debit,groceries_specialist
Go Local Extra,GO LOCAL Go Local Extra,12.0,debit,convenience_store
Focusfinance.co.uk,Direct debit FOCUSFINANCE.CO.UK 304065 00666444,3.99,debit,financial_services_other
Amazon,AMAZON* FJ8OY0KZ5,58.81,debit,marketplace_amazon
Amazon,Amazon,28.23,debit,marketplace_amazon
Co Op Group Food,8628 25AUG25      CO OP GROUP FOOD  BATH GB,2.7,debit,groceries
Louise,Louise Woodhall - SortCodeAccountNumber: 20268670852341,1000.0,debit,transfer_p2p
Transport for London,Contactless Payment TFL TRAVEL CH,8.9,debit,public_transport_rail_coach
U.S. Post Office,POST OFFICE DERING ROAD 23JUL 08.33 ATM,24.0,debit,cash_withdrawal
Steam,Steam,12.79,debit,gaming_console_pc
Domestic & General,D&G APPLIANCE CARE,8.74,debit,insurance_general
Hj Jones Lia 30th,Hj Jones Lia 30th,8.0,debit,transfer_p2p
Kath Money,KATH              MONEY             VIA MOBILE - PYMT FP 28/08/25 10    34120728318148000N,27.62,debit,transfer_p2p
Wilmington,687 - WILMINGTON,8.25,debit,discount_store
The Blue Corn Bakery,The Blue Corn Bake,11.0,debit,restaurant_cafe
Costa Coffee,COSTA COFFEE 43010,3.99,debit,restaurant_cafe
LC International,CARD PAYMENT TO LC INTERNATIONAL LTD ON 18-09-2025,10.0,debit,gambling_betting
Ring Basic Plan,RING BASIC PLAN,4.99,debit,online_services
Google One,Google One,1.59,debit,software
Leader Chicken Marti,Leader Chicken (marti,6.0,debit,takeaway
Amazon,Amazon,59.95,debit,marketplace_amazon
Dcvendingltd,Nyx*dcvendingltd,1.9,debit,confectionary
Premier Garthdee Cd,Premier Garthdee CD 1276,13.11,debit,groceries
E.ON UK,E.on Next Ltd E.ON Next,176.71,debit,energy
Jivita Ayurveda,JIVITA AYURVEDA Jivita Ayurveda,10.0,debit,beauty_treatment
Wh Smith Stafford,WH Smith Stafford,2.99,debit,books
Suhail Forjani,SUHAIL FORJANI 500000001643944101,20.0,debit,transfer_p2p
Peacock Stores,Contactless Payment PEACOCK STORES APPLEPAY 8561 2025-08-31,24.0,debit,clothing_general
Amazon,AMZNMktplace*QF8TC  ON 14 SEP BCC AMZNMKTPLACE,3.99,debit,marketplace_amazon
Amazon,AMZNMktplace*RV01Qamazon.co.uk,13.08,debit,marketplace_amazon
Metro,Contactless Payment SUMUP *METRO MDE6DYH4 APPLEPAY 0844,8.6,debit,unclassified_other
Tesco Petrol,4995 09AUG25 CD   TESCO PFS 3442    WYCOMBE NORTH GB,13.1,debit,fuel
Amazon,5984 29AUG25      AMAZON* RK6IZ5OQ4 LONDON GB,112.36,debit,marketplace_amazon
Current,207291 83683028  OPTIONAL FT Barclays current account,20.0,debit,transfer_bank_unspecified
Jason Smith Shop,JASON SMITH       SHOP              VIA MOBILE - PYMT FP 19/09/25 10    37093529227222000N,160.0,debit,transfer_p2p
Sadie,SADIE 400000001600031060,100.0,debit,transfer_p2p
Arshdeep Singh Me,ARSHDEEP SINGH  ME FT,10.0,debit,transfer_p2p
McDonald's,1826 06JUL25      MCDONALDS         BATH GB,30.12,debit,takeaway
Bhavna Joshi,Payment to BHAVNA JOSHI 600217 62549790,8.35,debit,transfer_p2p
Amazon,CARD PAYMENT TO AMAZON* RF19D3XV4 ON 08-08-2025,11.99,debit,marketplace_amazon
Ayngaran Service Station,AYNGARAN SERVICE S,25.0,debit,fuel
Apple,0523 06AUG25      APPLE.COM/BILL    08001076285 IE,1.79,debit,software
McDonald's,Contactless Payment MCDONALDS APPLEPAY 2646,24.95,debit,takeaway
Qualivend,QUALIVEND,1.5,debit,confectionary
Top Of The Mar,SumUp  *Top Of The Mar Sumup *top Of The Mar,2.0,debit,unclassified_other
Stdh Restaurant,Stdh Restaurant,3.25,debit,restaurant_cafe
Home Insurancelbis,HOME INSURANCELBIS HBP603493131-67C83,3.08,debit,insurance_home
K Mitchell,K MITCHELL,5.0,debit,transfer_p2p
Reading Taxi,Contactless Payment SUMUP *READING TAXI GOOGLE 6048,17.8,debit,taxi_rideshare
Cd Chester Off License,1320 23JUL25 CD   CHESTER OFF       LICENSE           CHESTER GB,8.64,debit,alcohol_beer_spirits
N Dales Leon Ft,N DALES  LEON FT,21.0,debit,transfer_p2p
McDonald's,McDonald’s,14.0,debit,takeaway
Ionos Cloud LTD,IONOS CLOUD LTD,1.2,debit,web_services
Burnley Borough Council,BURNLEY BOROUGH CO BURNLEY BOROUGH CL,500.0,credit,salary
GWR,GWR CATERING  ON 13 AUG CPM Great Western Railways,6.0,debit,restaurant_cafe
Amazon,Amazon,27.96,debit,marketplace_amazon
Amazon,AMAZON* R76EO9VX4  ON 12 JUL BCC AMAZON.CO.UK,4.99,debit,marketplace_amazon
Asha Shaali Gresory,ASHA SHAALI       GRESORY           VIA MOBILE - PYMT FP 24/09/25 10    50011343576559000N,5.0,debit,transfer_p2p
Transport for London,"TFL TRAVEL CH - VICTORIA STREET, TFL.GOV.UK/CP",4.55,debit,public_transport_rail_coach
Healthlottery.co.uk,HEALTHLOTTERY.CO.U,2.5,debit,gambling_lottery
Costa Coffee,Costa Coffee,5.4,debit,restaurant_cafe
Next Retail LTD,NEXT RETAIL LTD,6.0,debit,clothing_general
Tidal Vape,Tidal Vape,10.0,debit,vaping
Craig Tara,CRAIG TARA - RETAI,15.86,debit,convenience_store
Icelandair,Iceland Peckham 2,6.25,debit,groceries
L&g Insurance,L&G INSURANCE MI 0138285101-250627,50.0,debit,insurance_general
Ferovinum LTD,FEROVINUM LTD     CAVE              VIA MOBILE - PYMT FP 28/07/25 10    09091741993271000N,315.61,debit,financial_services_other
William Ashcroft,Starling Bank account - I owe William Ashcroft - SortCodeAccountNumber: 60837146173175,40.0,debit,loan_repayment_manual
Llantrisant Food Wareh,Llantrisant Food Wareh,23.25,debit,groceries
Gm Promotions,GM Promotions  ON 05 SEP CPM GM PROMOTIONS,6.5,debit,unclassified_other
Ppoint,"PPOINT_*HIGHFIELD ROAD (VIA GOOGLE PAY), ON 17-09-2025",6.54,debit,car_parking
Mns Late Shop,PPOINT_*MNS LATE S  ON 15 JUL CPM PPOINT_*MNS LATE SHOP,1.85,debit,convenience_store
Jasmin Hughes,Jasmin Hughes,30.0,debit,transfer_p2p
Easy Saver,TO EASY SAVER 771228-37985360,50.0,debit,savings_transfer
Stageco,STAGECOACH,3.0,debit,public_transport_rail_coach
Topfellas Convenience,TOPFELLAS CONVENIE,6.88,debit,convenience_store
Lynwood & Co Burfo,SQ *LYNWOOD & CO BURFO Lynwood & Co Burfo,29.05,debit,restaurant_cafe
Amir,Amir Hanif - SortCodeAccountNumber: 04000455757671,1040.0,debit,transfer_p2p
4 Mandate No,"DIRECT DEBIT REVERSAL REF 867707085/4, MANDATE NO 0096",18.17,credit,returned_payment
HM Revenue and Customs,HMRC CHILD BENEFIT 08011789,60.55,credit,benefits_state
Wingham Wildlife Ry,WINGHAM WILDLIFE RY25RNZ,5.5,debit,days_out
Sweet Land,Sweet Land,1.5,debit,confectionary
Cd Blue Anchor,1993 26JUL25 CD   BLUE ANCHOR       LIVERPOOL GB,4.12,debit,pub_bar
L Jones,L JONES 309555 37788268,150.05,debit,transfer_p2p
Cd The Railway,8145 14JUN25 CD   THE RAILWAY       TREDEGAR GB,5.5,debit,pub_bar
Jp News & Booze,JP NEWS & BOOZE,1.65,debit,convenience_store
T K Maxx,7826 30AUG25 CD   T K MAXX          METRO CENTRE GB,40.19,debit,clothing_general
Tiktok Shop,TikTok Shop,16.9,debit,marketplace_general
Miss Elise M Gallagher,Miss Elise M Gallagher Miss Elise M Galla,0.96,debit,transfer_p2p
JD Wetherspoon,8145 12SEP25  D   JD WETHERSPOON    WATFORD GB,3.69,debit,pub_bar
That Prize Guy LTD,That Prize Guy Ltd,0.9,debit,prize_competitions
Little Ast,Contactless Payment LITTLE ASTRONAUTS,6.6,debit,days_out
Kal-el C Oliver Food,KAL-EL C OLIVER  FOOD FT,6.38,debit,transfer_p2p
U.S. Post Office,Post Office,8.75,debit,delivery_courier
Raylo,RAYLO,27.84,debit,retail_finance_repayment
Vue,"VUE CINEMAS (VIA APPLE PAY), ON 08-10-2025",6.78,debit,cinema
Plumstead,Plumstead Market from Bus 2.0 Pot,3.87,debit,groceries
HM Revenue and Customs,HMRC CHILD BENEFIT 05712230,26.05,credit,benefits_state
Mirage Amusements,MIRAGE AMUSEMENTS  ON 17 OCT CLP,10.0,debit,gambling_unspecified
Hilltop Vending So,Nya*hilltop Vending So,1.0,debit,confectionary
Migo Sports,Migo Sports,72.0,debit,sports_equipment
Ultimate Shine Win,ULTIMATE SHINE WIN 100000001612275274,16.0,debit,carwash
Charlotte Davies Charlie,CHARLOTTE DAVIES  CHARLIE           VIA MOBILE - PYMT FP 22/07/25 10    59090658672368000N,50.0,debit,transfer_p2p
David Bean Flat,David Bean Flat6Rent,115.0,debit,rent
The Heart Of Walton,THE HEART OF WALTO  ON 11 AUG CPM THE HEART OF WALTON,1.5,debit,restaurant_cafe
Pizza Pilgrims,Pizza Pilgrims       )))),31.5,debit,restaurant_cafe
Knoops,Contactless Payment Knoops APPLEPAY 8005,5.45,debit,restaurant_cafe
Jump Inc,Jump Inc Liverpool CD 3103,4.95,debit,days_out
Amazon,AMAZON* T12US1AC5 Amazon,18.8,debit,marketplace_amazon
Off Licence Gs Wi,PPOINT_*OFF LICENC,2.65,debit,alcohol_beer_spirits
L&g Insurance,L&G INSURANCE MI 0267376457-250826,10.38,debit,insurance_general
COOP,EOE COOP FOOD,4.0,debit,groceries
Esme,ESME 400000001622815889,10.0,debit,transfer_p2p
Apple,0869 14JUN25      APPLE.COM/BILL    08001076285 IE,1.99,debit,software
